response_id,source,object,original_translated,text,utility_rater02,cluster,center_dist,number_words,cluster_response
26551,human,paperclip,pierce an ear,pierce ear,3,819,0.2528541088104248,2,piercing earring hole
7185,human,paperclip,make earring holes,ear piercing,4,819,0.2561743855476379,2,piercing earring hole
13663,human,paperclip,earring hole piercer,earring hole piercer,4,819,0.2624479830265045,3,piercing earring hole
8716,human,paperclip,Piercing or earring,piercing earring,4,819,0.265750527,2,piercing earring hole
3848,human,paperclip,i've heard of people who pierce their ears with a paperclip,pierce ears,4,819,0.2692130804061889,2,piercing earring hole
5663,human,paperclip,"if your holes in your earlobe have grown closed, use it to pierce them",piercing earlobe,4,819,0.2995114028453827,2,piercing earring hole
24090,human,paperclip,make a hole for a piercing,hole piercing,4,819,0.3152202665805816,2,piercing earring hole
13281,human,paperclip,"unfold, sharpen the tip and pierce the ear",unfold sharpen tip pierce hole ear,4,819,0.345725417,6,piercing earring hole
694,human,paperclip,pierce something,pierce,5,820,0.2524341642856598,1,pierce
7874,human,paperclip,pierce something,pierce something,4,820,0.2619591355323791,2,pierce
18197,human,paperclip,wire to prick something with,pierce wire,4,820,0.2854640781879425,2,pierce
5836,human,paperclip,to poke through paper,pierce paper,5,820,0.3029508888721466,2,pierce
4017,human,paperclip,to poke a baked item to test its doneness,pierce container test done,5,820,0.344926655,4,pierce
11272,human,paperclip,fake piercing,fake piercing,4,821,0.3037931621074676,2,fake piercing
11271,human,paperclip,fake earring,fake earring,4,821,0.3064602315425873,2,fake piercing
2328,additional,paperclip,fake cell phone,fake cell phone,1,821,0.3160403668880462,3,fake piercing
4403,human,paperclip,"to get something out of a crack, for example from the charging hole of your phone",get crack example charging hole phone,5,821,0.4105181097984314,6,fake piercing
23897,human,paperclip,comb,comb,2,822,0.198217973,1,comb
611,human,paperclip,to comb your hair with,comb hair,3,822,0.2114994674921035,2,comb
3068,human,paperclip,clean hairbrush,clean hairbrush,4,823,0.1826353073120117,2,clean hairbrush
13989,human,paperclip,hair comb,brush hair,3,823,0.2481995522975921,2,clean hairbrush
3878,human,paperclip,removing hair from the hairbrush,remove hair hairbrush,4,823,0.2585947811603546,3,clean hairbrush
10423,human,paperclip,to clean hair from hairbrushes,cleanse hair hair brushes,4,823,0.2593032717704773,4,clean hairbrush
6593,human,paperclip,brushes,brushes,3,824,0.2091405391693115,1,brushes
609,human,paperclip,brush,brush,3,824,0.2159395515918731,1,brushes
1951,additional,paperclip,paintbrush,paintbrush,1,824,0.2444563806056976,1,brushes
28307,LLM,paperclip,paint brush cleaners,paint brush cleaners,3,824,0.2871701419353485,3,brushes
27223,LLM,paperclip,hair clip,hair clip,4,825,0.1598618626594543,2,hair clip
598,human,paperclip,hair clip,hairclip,4,825,0.2338898330926895,1,hair clip
28088,LLM,paperclip,make a hair clip,make hair clip,4,825,0.2467598170042038,3,hair clip
11383,human,paperclip,use as a clip for your hair,clip hair,4,825,0.2477155029773712,2,hair clip
28547,human,paperclip,hair clip I mean,hair clip mean,5,825,0.2527323961257934,3,hair clip
24852,human,paperclip,wear as a hair clip,wear hair clip,5,825,0.2673032879829407,3,hair clip
10100,human,paperclip,make a hair clip,make hairclip,4,825,0.2774338126182556,2,hair clip
11435,human,paperclip,Replacement for hairclip,replacement hair clip,4,825,0.297166109,3,hair clip
6736,human,paperclip,to tie your hair up when you don't have a clip,secure hair clip,4,825,0.3024985790252685,3,hair clip
14216,human,paperclip,use as a hair clip (not effective I think,hair clip effective think,4,825,0.3070104122161865,4,hair clip
18335,human,paperclip,paperclip for in your hair,paperclip hair,4,825,0.3240777254104614,2,hair clip
15456,human,paperclip,Use it as a replacement for hairclips,use replacement hairclips,4,825,0.3357251584529876,3,hair clip
14103,human,paperclip,as a sliding pin for your hair,slide pin hair,4,826,0.2182637304067611,3,slide pin hair
27343,LLM,paperclip,hair pin,hair pin,4,826,0.2409177422523498,2,slide pin hair
31602,human,paperclip,pin hair with,pin hair,5,826,0.2518238425254822,2,slide pin hair
24159,human,paperclip,hair clip,pin hair,4,826,0.2518238425254822,2,slide pin hair
7971,human,paperclip,hair slide pin,hair slider pin,4,826,0.2551323771476745,3,slide pin hair
24433,LLM,paperclip,hairpin,hairpin,4,826,0.3028958141803741,1,slide pin hair
9726,human,paperclip,maybe as a hairpin,maybe hairpin,4,826,0.3351232409477234,2,slide pin hair
26567,LLM,paperclip,hair-pinning,hairpinning,4,826,0.3419866859912872,1,slide pin hair
10374,human,paperclip,you can slide it into your hair,slide hair,4,826,0.3423859179019928,2,slide pin hair
31977,human,paperclip,hair slide,hair slider,5,826,0.34342584,2,slide pin hair
15104,human,paperclip,to tie your hair together,tie hair together,4,827,0.185775027,3,tie hair together
8277,human,paperclip,tie your hair together,tying hairs together,4,827,0.2097735404968261,3,tie hair together
28778,human,paperclip,keep your hair together,hold hair together,5,827,0.2179965525865554,3,tie hair together
9394,human,paperclip,Putting your hair up,tie hair,4,827,0.2339044064283371,2,tie hair together
31138,human,paperclip,tie hair,tie hair,5,827,0.2339044064283371,2,tie hair together
195,human,paperclip,hold your hair together,keeping hair together,4,827,0.2355927526950836,3,tie hair together
999,human,paperclip,hold hair elastics together,holding hair ties together,4,827,0.2415172457695007,4,tie hair together
27421,LLM,paperclip,hair tie,hair tie,4,827,0.2546256184577942,2,tie hair together
10196,human,paperclip,to hold your hair together,keep hair together,4,827,0.2572596967220306,3,tie hair together
26818,LLM,paperclip,holding hair,holding hair,4,828,0.2111032754182815,2,holding hair
26957,LLM,paperclip,hold hair up,hold hair,4,828,0.2225543111562729,2,holding hair
27383,LLM,paperclip,hair holder,hair holder,4,828,0.254552424,2,holding hair
27027,LLM,paperclip,hold strands of hair,hold strands hair,4,828,0.2713657915592193,3,holding hair
29313,LLM,paperclip,emergency hair tie holder,emergency hair tie holder,4,828,0.2926888763904571,4,holding hair
28326,LLM,paperclip,emergency hair tie,emergency hair tie,4,828,0.3107958734035492,3,holding hair
285,human,paperclip,to keep your hair in place temporarily,keep hair temporarily secure,4,828,0.3138928711414337,4,holding hair
28302,LLM,paperclip,hair clasps,hair clasps,4,828,0.3184893131256103,2,holding hair
696,human,paperclip,as a headband,hairband,4,829,0.1523512899875641,1,hairband
64,human,paperclip,headband,hair band,4,829,0.1722125113010406,2,hairband
4946,human,paperclip,braid a headband,hair band braiding,4,829,0.2888030409812927,3,hairband
6454,human,paperclip,thread together and put around your head as a headband,headband,3,829,0.2955025732517242,1,hairband
26159,LLM,paperclip,hair accessory,hair accessory,4,830,0.2102917581796646,2,hair accessory
25752,human,paperclip,hair savior,hair decoration,5,830,0.2350427210330963,2,hair accessory
26856,LLM,paperclip,diy hair accessories,hair accessories,4,830,0.2587574124336242,2,hair accessory
10317,human,paperclip,new hair accessory,new hair accessory,4,830,0.2597494125366211,3,hair accessory
5658,human,paperclip,braid in your hair as hair jewelry,braid hair hair ornament,4,830,0.3350634574890136,4,hair accessory
9304,human,paperclip,face decoration,facial decoration,3,830,0.4070106744766235,2,hair accessory
7558,human,paperclip,wave,wave,2,831,0.2834199965000152,1,wave
8559,human,paperclip,as a clip for your hair,haircut,4,832,0.1793156266212463,1,haircut
3580,additional,paperclip,get haircut,get haircut,1,832,0.184978962,2,haircut
3964,additional,paperclip,cut hair,cut hair,1,832,0.2183912396430969,2,haircut
3965,additional,paperclip,give haircut,give haircut,1,832,0.2386465966701507,2,haircut
2436,human,paperclip,put in your hair,put hair,4,833,0.2611800134181976,2,put hair
7518,human,paperclip,You can put it in your hair,put hair,4,833,0.2611800134181976,2,put hair
30675,human,paperclip,put your hair up,put hair,5,833,0.2611800134181976,2,put hair
7850,human,paperclip,in your hair to keep it in place,keep hair place,4,833,0.2916529774665832,3,put hair
5286,human,paperclip,put in my hair to pull my hair back to hold,put hair hold hair back,4,833,0.2983944416046142,5,put hair
28129,LLM,paperclip,hair,hair,4,833,0.3071976602077484,1,put hair
4402,human,paperclip,to keep your hair out of your face,keep hair face,4,833,0.351413369,3,put hair
18093,human,paperclip,put them in your hair,stop hair,4,833,0.3528921604156494,2,put hair
29088,human,paperclip,use to put your hair back,hair behind,5,833,0.3535759449005127,2,put hair
28877,human,paperclip,Hair attribute,hair attribute,5,833,0.375348151,2,put hair
26580,LLM,paperclip,hair-accessory,hairaccessory,4,833,0.3850791156291961,1,put hair
16423,human,paperclip,fasten hair,hair fasting,4,833,0.3910189270973205,2,put hair
2009,human,paperclip,hairpin/elastic,hairpinelastic,4,833,0.4164873957633972,1,put hair
31610,human,paperclip,use to get all the hairs at your eyebrow in exactly the right place,eyebrow hairs placed exactly right place,5,833,0.4225897192955017,6,put hair
13990,human,paperclip,make a parting in your hair,hair parting,4,834,0.1515957862138748,2,hair parting
31325,human,paperclip,to make partings in your hair,parting hair,4,834,0.1550584733486175,2,hair parting
10770,human,paperclip,make a parting like a comb,pull comb parting,5,834,0.2597949206829071,3,hair parting
26275,LLM,paperclip,hair styling,hair styling,4,835,0.3191195726394653,2,hair styling
26475,LLM,paperclip,hair-styling,hairstyling,4,835,0.3295637667179107,1,hair styling
26800,LLM,paperclip,hair styling tool,hair styling tool,4,835,0.3400092124938965,3,hair styling
13331,human,paperclip,as a hairpin,barrette hair,4,835,0.3429178297519684,2,hair styling
26621,LLM,paperclip,bending hair,bending hair,4,835,0.3512095212936401,2,hair styling
28269,LLM,paperclip,hair barrette,hair barrette,4,835,0.3535911440849304,2,hair styling
16347,human,paperclip,for girls' hair,hair girls,4,835,0.3643454313278198,2,hair styling
32126,human,paperclip,put your hair in a ponytail by first putting it around the outside and then around your hair wrap,wrapping hair tail outside hair first,5,835,0.4140856564044952,6,hair styling
31838,human,paperclip,hair in pipi lankaus style,hair pippi longstocking style,4,835,0.421544999,4,hair styling
1854,human,paperclip,make a ponytail in your hair,make ponytail hair,4,835,0.4247356653213501,3,hair styling
24162,human,paperclip,press a small button,press small button,4,836,0.2789260745048523,3,press small button
31353,human,paperclip,impressions of small buttons,pressing small buttons,4,836,0.2883929908275604,3,press small button
9962,human,paperclip,press small buttons,press button,5,836,0.3030669093132019,2,press small button
608,human,paperclip,to push the button on the train if you don't want to do it with your hands corona,press button without touching corona,4,836,0.310700774,5,press small button
14001,human,paperclip,press corona-proof buttons with it,press coronaproof buttons,4,836,0.3291558921337127,3,press small button
13875,human,paperclip,press light switch,press light button,4,836,0.3336565792560577,3,press small button
7977,human,paperclip,turn on small button (which you can't reach with your fingers),turn small button,5,836,0.3384026288986206,3,press small button
8264,human,paperclip,you can press something with it if you don't want to touch it with your bare finger,press button without touching,4,836,0.3419632613658905,4,press small button
14754,human,paperclip,Hook to open corona-proof doors,hook open coronaproof doors,3,836,0.4814857244491577,4,press small button
29305,LLM,paperclip,button pusher,button pusher,4,837,0.2121056914329528,2,button pusher
28878,LLM,paperclip,reset button pusher,reset button pusher,5,837,0.2347282469272613,3,button pusher
28852,LLM,paperclip,button presser,button presser,4,837,0.243720993,2,button pusher
27990,LLM,paperclip,reset-button-pusher,resetbuttonpusher,5,837,0.2746815383434295,1,button pusher
26601,LLM,paperclip,button replacement,button replacement,5,838,0.1473863273859024,2,button replacement
14080,human,paperclip,replace your button,replace button,5,838,0.2051542848348617,2,button replacement
11577,human,paperclip,replacement for a button,replacement button,4,838,0.2424534261226654,2,button replacement
26410,LLM,paperclip,button-replacing,buttonreplacing,5,838,0.2588368356227875,1,button replacement
26282,LLM,paperclip,replacing missing buttons,replacing missing buttons,5,838,0.2618849277496338,3,button replacement
28471,LLM,paperclip,button,button,5,839,0.2585420310497284,1,button
29225,human,paperclip,buttons,buttons,4,839,0.2625405192375183,1,button
25097,human,paperclip,button replacement,button substitute,4,839,0.305119127,2,button
28288,LLM,paperclip,button hole,button hole,5,839,0.3133875727653503,2,button
15323,human,paperclip,fasten button,fasten button,5,839,0.33048439,2,button
29785,LLM,paperclip,button fastener,button fastener,5,839,0.3313438,2,button
26968,human,paperclip,if you have lost your button,button lost,4,839,0.3319063484668731,2,button
3020,human,paperclip,use paperclip instead of a button,instead button,5,839,0.3384337425231933,2,button
30288,human,paperclip,alternative for a knot,alternative button,3,839,0.3441295921802521,2,button
28182,LLM,paperclip,secure button,secure button,5,839,0.3451642394065857,2,button
18241,human,paperclip,press very narrow buttons with it,pressing tight buttons,5,839,0.346032053,3,button
1394,human,paperclip,fixing a button,lock button,4,839,0.3465395271778106,2,button
25084,LLM,paperclip,button hole maker,button hole maker,5,839,0.3547289669513702,3,button
26563,LLM,paperclip,button-fixing,buttonfixing,5,839,0.3596349954605102,1,button
17722,human,paperclip,to hold down a button,keep button pressed,4,839,0.3683536052703857,3,button
26859,LLM,paperclip,closing loose buttons,closing loose buttons,5,839,0.3814714252948761,3,button
10093,human,paperclip,pierce holes in clothing for example if you want to put a button on it,poking holes clothing example want put button,5,839,0.4080950617790222,7,button
27648,LLM,paperclip,hold buttons on remote control,hold buttons remote control,4,839,0.4208482205867767,4,button
16071,human,paperclip,trousers,pants,1,840,0.2364626675844192,1,pants
2147,human,paperclip,make pants,making pants,3,840,0.2870070338249206,2,pants
7853,human,paperclip,to make your pants a little more wearable,pants wearable,4,840,0.2938160300254822,2,pants
11753,human,paperclip,hang on your pants,pants hanging,4,840,0.3007465600967407,2,pants
9302,human,paperclip,trousers,trousers,1,840,0.3167136013507843,1,pants
12737,human,paperclip,roll up pants and hold,roll pants,5,840,0.346088558,2,pants
31327,human,paperclip,to hang a key on your pants,key hanging pants,4,840,0.3536811470985412,3,pants
16069,human,paperclip,trousers,slacks,1,840,0.4078567326068878,1,pants
30644,human,paperclip,hold the zipper of your pants up,keep zipper pants,5,841,0.2780551612377167,3,keep zipper pants
6854,human,paperclip,To hold pants together when the button is off,keep pants together button undone,5,841,0.2953659296035766,5,keep zipper pants
3649,human,paperclip,keep pants buttons together,keep pants buttons together,5,841,0.2988644540309906,4,keep zipper pants
7676,human,paperclip,use to connect your zipper to the pants button,connect zipper pants button,5,841,0.3034232258796692,4,keep zipper pants
6295,human,paperclip,attach zipper to pants,attach zipper pants,5,841,0.3057192862033844,3,keep zipper pants
3841,human,paperclip,hold your pants up,keep pants,4,841,0.3089898824691772,2,keep zipper pants
25754,human,paperclip,to keep your pants together,keep pants together,4,841,0.3146132230758667,3,keep zipper pants
27755,human,paperclip,tie the zipper of your pants to your button if your zipper keeps going down,zipper pants button tie zipper every time goes,5,841,0.32166481,8,keep zipper pants
27006,LLM,paperclip,zipping up pants,zipping pants,4,841,0.327982098,2,keep zipper pants
7514,human,paperclip,you can use it to fasten the zipper of your pants to the top button for lazy zippers,secure zipper pants top button lazy zipper,5,841,0.3373593091964721,7,keep zipper pants
18097,human,paperclip,to keep your zipper up,keep zipper,5,841,0.3611142337322235,2,keep zipper pants
10144,human,paperclip,to keep your shirt in your pants,keep shirt pants,5,841,0.3819632828235626,3,keep zipper pants
18307,human,paperclip,keep pants that are too big together,big pants hold together,4,841,0.382561058,4,keep zipper pants
9098,human,paperclip,Use if your fly opens quickly: Around your button and through your zipper,fly opens quickly button zipper,5,841,0.4397753775119781,5,keep zipper pants
27984,human,paperclip,trouser button,trouser button,4,842,0.200580746,2,trouser button
32257,human,paperclip,fasten your trouser button,trouser button fastened,4,842,0.2148814052343368,3,trouser button
23557,human,paperclip,to attach your zipper to your button,zipper trouser button,5,842,0.2237917780876159,3,trouser button
12553,human,paperclip,keep trouser buttons together,keep trouser button together,5,842,0.2277055233716964,4,trouser button
1375,human,paperclip,tighten trouser buttons,close trouser button,5,842,0.2429844737052917,3,trouser button
8722,human,paperclip,to keep your trouser button closed,keep trouser button closed,5,842,0.2554243206977844,4,trouser button
10650,human,paperclip,to fasten the zipper to your button pants,zipper fixed trouser button,5,842,0.2561489045619964,4,trouser button
10096,human,paperclip,to reshape so that you can fasten your lame trouser zipper (the zipper keeps slipping down) to your trouser button,reformed attach lame trouser zipper trouser button,5,842,0.274397463,7,trouser button
2086,human,paperclip,e.g. trousers if the button is broken,example broken trouser button,4,842,0.2792637944221496,4,trouser button
25202,human,paperclip,retrieve a loop from pants,retrieve trouser loop,4,842,0.3762818574905395,3,trouser button
15273,human,paperclip,if your fly and trousers don't hold properly,gripping trouser fly properly,5,842,0.3858805894851684,4,trouser button
1092,human,paperclip,replacement for a button in your clothes,button clothes,5,843,0.1878222227096557,2,button clothes
11077,human,paperclip,as a button for clothes,button clothes,4,843,0.1878222376108169,2,button clothes
27784,LLM,paperclip,clothing button,clothing button,5,843,0.2200852334499359,2,button clothes
6526,human,paperclip,replacement for button on clothes,replacement button clothes,5,843,0.2487242519855499,3,button clothes
29433,human,paperclip,button on clothes replace,replace clothes button,4,843,0.2544444501399994,3,button clothes
12151,human,paperclip,use as a kind of button on clothing (decoration),kind button clothing,4,843,0.2927854061126709,3,button clothes
7114,human,paperclip,button (button jacket with paperclip),button jacket,5,843,0.2954972386360168,2,button clothes
28173,LLM,paperclip,replace lost button on shirt,replace lost button shirt,5,843,0.3135498464107513,4,button clothes
4210,human,paperclip,use as a button for your pants,button pants,5,843,0.3139291405677795,2,button clothes
27163,LLM,paperclip,shirt button replacement,shirt button replacement,5,843,0.3342092931270599,3,button clothes
26297,human,paperclip,if the button of a piece of clothing has fallen off,button garment fell,4,843,0.3400415480136871,3,button clothes
27735,LLM,paperclip,coat button,coat button,5,843,0.340393066,2,button clothes
4517,human,paperclip,bra strap lengthen,bra strap,5,844,0.2803162038326263,2,bra strap
29986,human,paperclip,fasten bra,fasten bra,4,844,0.2879186570644378,2,bra strap
30573,human,paperclip,bra closure,bra closure,5,844,0.3002225458621979,2,bra strap
5563,human,paperclip,as a hook between your bra,hook bra,5,844,0.3017280101776123,2,bra strap
2802,human,paperclip,attach bra strap,fasten bra strap,5,844,0.3029237389564514,3,bra strap
3011,human,paperclip,fix your bra,fix bra,5,844,0.3067985773086548,2,bra strap
4416,human,paperclip,broken bra make a band,break bra strap,4,844,0.3259007930755615,3,bra strap
27037,LLM,paperclip,repair bra hooks,repair bra hooks,5,844,0.3612906634807586,3,bra strap
67,human,paperclip,convert into Bra underwire,bra underwire,3,844,0.3671228289604187,2,bra strap
31829,human,paperclip,to adjust a bra that is too small,small bra adjustment,4,844,0.3750638961791992,3,bra strap
25152,human,paperclip,grow a wider band in your bra,bra get wider size,5,844,0.4131354391574859,4,bra strap
24606,human,paperclip,keep bra straps together,keep bra straps together,5,845,0.1717486232519149,4,bra straps together
28357,human,paperclip,hold bra straps together,hold bra straps together,5,845,0.1864174604415893,4,bra straps together
1043,human,paperclip,keep bra straps together,bra straps hold together,5,845,0.1995158642530441,4,bra straps together
26995,human,paperclip,fasten bra straps together,bra straps together,5,845,0.2023734450340271,3,bra straps together
8848,human,paperclip,tie bra straps together,tie bra straps together,5,845,0.2278160005807876,4,bra straps together
24434,human,paperclip,hook bra straps together,bra straps hook together,5,845,0.2400734722614288,4,bra straps together
14890,human,paperclip,keeping bra straps together when you have a racerback top,keep bra straps together racerback top,5,845,0.2906922996044159,6,bra straps together
7976,human,paperclip,to hold the straps of a camisole/bra together at the back,holding straps shirtbra together back,5,845,0.2955276668071747,5,bra straps together
5126,human,paperclip,"use to hold bra straps together, when wearing a top with bare shoulders",keep bra straps together wearing top bare shoulders,5,845,0.297143281,8,bra straps together
18188,human,paperclip,use to hold dress straps together on your back,dress straps hold together back,5,845,0.3683874011039734,5,bra straps together
12422,human,paperclip,clip the straps of your dress to your bra so that it doesn't fall down,clamp straps dress bra fall,5,845,0.3964698314666748,5,bra straps together
8764,human,paperclip,bra straps on your back,bra straps back,5,846,0.2454977631568908,3,bra straps back
14069,human,paperclip,putting bra straps together from behind,bra straps together back,5,846,0.2514098584651947,4,bra straps back
10888,human,paperclip,put bra straps together behind your back,bra straps behind back,5,846,0.2544938027858734,4,bra straps back
18155,human,paperclip,cross bra straps on the back,bra straps cross back,5,846,0.2559196949005127,4,bra straps back
18389,human,paperclip,put bra straps together at the back,bra straps meet back,5,846,0.2688100636005401,4,bra straps back
3884,human,paperclip,hide bra straps,hide bra straps,5,846,0.2756108343601227,3,bra straps back
26967,human,paperclip,to fasten your bra together so that you don't see the straps when you're wearing a tank top,bra together straps visible,5,846,0.2859579920768738,4,bra straps back
18181,human,paperclip,you can use to put bra straps crisscross so that it is not visible when wearing it,place bra straps crosswise see worn,5,846,0.2939807176589966,6,bra straps back
10593,human,paperclip,cross your bra straps,cross bra straps,5,846,0.3028660118579864,3,bra straps back
18253,human,paperclip,connect bra straps together for a crisscross effect,bra straps connect together crosswise effect,5,846,0.3173282742500305,6,bra straps back
12326,human,paperclip,use as a clip to hide bra straps,clip hide bra straps,5,846,0.319399893,4,bra straps back
30574,human,paperclip,work away bra straps,getting rid bra straps,5,846,0.3249377310276031,4,bra straps back
31609,human,paperclip,to pin your bra to your shirt straps if you don't want to see your bra strap,bra straps shirt pins bra strap visible,5,846,0.3299025893211365,7,bra straps back
8720,human,paperclip,to tie your bra hands in a cross on your back so you can't see them,tie bra hands cross behind back see,5,846,0.3392406702041626,7,bra straps back
15494,human,paperclip,hide a bra under a shirt,hide bra shirt,5,846,0.3790662884712219,3,bra straps back
1018,additional,paperclip,sock,sock,1,847,0.2712306976318359,1,sock
11303,human,paperclip,socks together,socks together,5,847,0.2931699454784393,2,sock
29147,LLM,paperclip,sock holder,sock holder,4,847,0.3193465769290924,2,sock
5572,human,paperclip,to keep your pair of socks together so they don't come apart in the closet,keep socks together,5,847,0.3224792778491974,3,sock
28993,LLM,paperclip,sock clip,sock clip,4,847,0.3309170007705688,2,sock
4741,human,paperclip,sock hanging system,sock hanging system,4,847,0.3391585350036621,3,sock
144,human,paperclip,attach two socks together as a pair,attach two socks together pair,5,847,0.3461540639400482,5,sock
14086,human,paperclip,fasten your scarf,tie scarf,5,851,0.2458529323339462,2,tie scarf
15391,human,paperclip,to be able to keep your scarf together at the bottom,keep scarf together,5,851,0.2472237646579742,3,tie scarf
3975,additional,paperclip,knit scarf,knit scarf,3,851,0.3042518198490143,2,tie scarf
7605,human,paperclip,scarf closed holder haha,scarf closed holder haha,5,851,0.3215145170688629,4,tie scarf
27214,LLM,paperclip,create patterns in crochet or knitting,create patterns crochet knitting,3,852,0.276261955,4,crochet things
31354,human,paperclip,use as a hook for things,crochet things,4,852,0.3252711594104767,2,crochet things
1322,human,paperclip,yarn,yarn,2,852,0.3441132605075836,1,crochet things
2339,human,paperclip,knitting,knit,3,852,0.3475893437862396,1,crochet things
18200,human,paperclip,hook in paper,crochet paper,5,852,0.365415096,2,crochet things
26361,LLM,paperclip,creating patterns,creating patterns,3,852,0.3753775954246521,2,crochet things
2146,human,paperclip,make a shirt,making shirt,3,853,0.1562222242355346,2,making shirt
9301,human,paperclip,shirt,shirt,1,853,0.3390538394451141,1,making shirt
1232,human,paperclip,sewing,sew,4,854,0.3153167366981506,1,sew
29990,human,paperclip,sewing object,sew object,3,854,0.3227070271968841,2,sew
31060,human,paperclip,making a cloths out of it,making cloth,2,854,0.3228924870491028,2,sew
484,human,paperclip,make clothes,making clothes,3,854,0.3302385807037353,2,sew
13671,human,paperclip,as thread to sew something with,thread sew,4,854,0.3437626957893371,2,sew
30382,human,paperclip,sewing alternative,sew alternative,3,854,0.3709185719490051,2,sew
3161,additional,paperclip,weave fabric,weave fabric,3,854,0.3793140351772308,2,sew
4524,human,paperclip,as an aid when hemming fabric,hemming fabric,5,854,0.3795046210289001,2,sew
24995,human,paperclip,incorporate into clothes,processing clothes,4,854,0.3982825577259063,2,sew
32443,LLM,paperclip,weaving tool,weaving tool,3,854,0.398365319,2,sew
28533,LLM,paperclip,holding fabric together,holding fabric together,4,855,0.1676677614450454,3,holding fabric together
9181,human,paperclip,to hold fabric together,hold fabric together,5,855,0.178778738,3,holding fabric together
11322,human,paperclip,use to keep fabric together,fabric hold together,5,855,0.236888587,3,holding fabric together
989,human,paperclip,fabric (clothes) together hold,keep fabric together,5,855,0.2457130849361419,3,holding fabric together
28632,LLM,paperclip,holding fabric while sewing,holding fabric sewing,4,855,0.2832323908805847,3,holding fabric together
5221,human,paperclip,Use to attach pieces of fabric together (just like a safety pin),secure pieces fabric together,5,855,0.2851778566837311,4,holding fabric together
26514,LLM,paperclip,holding fabric in place while sewing,holding fabric place sewing,5,855,0.2854072749614715,4,holding fabric together
12255,human,paperclip,"hold things for sewing, for example",hold sewing,5,855,0.3548129796981811,2,holding fabric together
3024,human,paperclip,hold thread from a piece of wool together while knitting,holding thread piece wool together knitting,4,855,0.3849655389785766,6,holding fabric together
28366,human,paperclip,keep vest together,cardigan hold together,4,855,0.3986120522022247,3,holding fabric together
13987,human,paperclip,tighten clothes,tighten clothes,5,856,0.2048292160034179,2,tighten clothes
11893,human,paperclip,Tighten your pants,tighten pants,5,856,0.2142603099346161,2,tighten clothes
3012,human,paperclip,tighten pants that are too tight,tighten pants tight,5,856,0.2301868498325348,3,tighten clothes
26965,LLM,paperclip,tightening garments,tightening garments,4,856,0.2538126409053802,2,tighten clothes
14219,human,paperclip,tighten a skirt,tighten skirt,5,856,0.3120987713336944,2,tighten clothes
12541,human,paperclip,adjust clothing,adjust clothing,4,857,0.2517941892147064,2,adjust clothing
771,human,paperclip,adjust clothes (reduce size by holding pieces together with paperclips),adjust clothes,5,857,0.25349161,2,adjust clothing
26414,LLM,paperclip,clothing-adjusting,clothingadjusting,4,857,0.2563509345054626,1,adjust clothing
9195,human,paperclip,to shorten a garment,shorten garment,4,857,0.2741220891475677,2,adjust clothing
7596,human,paperclip,shorten clothes,shorten clothing,5,857,0.274354875,2,adjust clothing
11557,human,paperclip,to make a piece of clothing smaller,make garment smaller,5,857,0.3164453506469726,3,adjust clothing
18398,human,paperclip,make clothes that are too wide narrower,wide clothes narrower,4,857,0.3713807463645935,3,adjust clothing
30152,human,paperclip,alter clothes,mending clothes,4,858,0.143509492,2,mending clothes
26968,LLM,paperclip,mending clothing,mending clothing,4,858,0.1435531824827194,2,mending clothes
12659,human,paperclip,use to adjust your clothes,mend clothes,5,858,0.1666909009218216,2,mending clothes
6040,human,paperclip,repair clothes,repair clothes,5,858,0.2118485569953918,2,mending clothes
31531,LLM,paperclip,clothing repair,clothing repair,4,858,0.2186060845851898,2,mending clothes
134,human,paperclip,adjust clothes that are too big,mending clothes big,5,858,0.2618557810783386,3,mending clothes
10826,human,paperclip,to secure fabric while making clothes,secure fabric clothing,5,859,0.2174357920885086,3,secure fabric clothing
25198,human,paperclip,fasten clothes,securing clothing,4,859,0.2178217023611068,2,secure fabric clothing
10145,human,paperclip,to temporarily secure clothing,temporarily secure clothing,5,859,0.2901665866374969,3,secure fabric clothing
7634,human,paperclip,fix clothing if it is too big,securing clothes large,4,859,0.3079279065132141,3,secure fabric clothing
13330,human,paperclip,"keep clothing fabric in place (think of a blouse, for example)",keep fabric clothing place,5,859,0.3111754059791565,4,secure fabric clothing
27925,LLM,paperclip,fabric guard,fabric guard,4,859,0.3776893019676208,2,secure fabric clothing
27171,human,paperclip,to keep clothes together,clothes hold together,4,860,0.1946105808019638,3,clothes hold together
1858,human,paperclip,to hold clothes together,keep clothes together,5,860,0.1999596655368805,3,clothes hold together
27749,human,paperclip,to fasten your clothes together,clothes together,4,860,0.2416201680898666,2,clothes hold together
6348,human,paperclip,attach clothes together,putting clothes together,5,860,0.2557991147041321,3,clothes hold together
10576,human,paperclip,fasten clothes together,tie clothes together,4,860,0.2828724682331085,3,clothes hold together
1237,human,paperclip,keep torn clothes together,keeping torn clothes together,5,860,0.2912928760051727,4,clothes hold together
9622,human,paperclip,to put together and wear as clothing,put together wear clothing,5,860,0.2952919006347656,4,clothes hold together
631,human,paperclip,let clothes hang together \,leaving clothes hanging together,4,860,0.3044041395187378,4,clothes hold together
11054,human,paperclip,to hold your shirt together,keep shirt together,5,860,0.3125489056110382,3,clothes hold together
