target object,alternate use,utility_r1,utility_r2,mean_utility
paperclip,have faces,3,4.0,3.5
paperclip,keep curtains closed,4,4.0,4.0
paperclip,grappling hook,4,2.0,3.0
paperclip,gray stuff lottery open scratch,4,4.0,4.0
paperclip,get grip,3,3.0,3.0
paperclip,big pendulum,3,4.0,3.5
paperclip,things papers hold together,5,4.0,4.5
paperclip,puncturing things,4,4.0,4.0
paperclip,sticking things through something,4,4.0,4.0
paperclip,ensures organized work,5,5.0,5.0
paperclip,rope,3,2.0,2.5
paperclip,pointer makeup,4,3.0,3.5
paperclip,hang bait,4,4.0,4.0
paperclip,accessory shoe,3,4.0,3.5
paperclip,accessories,3,4.0,3.5
paperclip,waste picker,3,2.0,2.5
paperclip,alternative button,3,3.0,3.0
paperclip,separate fork,3,3.0,3.0
paperclip,reset device,4,3.0,3.5
paperclip,keep bracelet together when broken,4,4.0,4.0
paperclip,bracelet pendulum,4,4.0,4.0
paperclip,poor homemade doll,4,4.0,4.0
paperclip,as sex toy,3,2.0,2.5
paperclip,baby toy,2,1.0,1.5
paperclip,puncture balls,4,5.0,4.5
paperclip,hanging balloon,4,4.0,4.0
paperclip,balloon puncture,4,5.0,4.5
paperclip,balloon stick,4,5.0,4.5
paperclip,bamboo skewer barbecue,4,4.0,4.0
paperclip,barbecue sticks,4,3.0,3.5
paperclip,image of it,3,3.0,3.0
paperclip,figurine,3,3.0,3.0
paperclip,means of payment,3,2.0,2.5
paperclip,confirmation,4,4.0,4.0
paperclip,ensures together stays,4,5.0,4.5
paperclip,keep bra straps together,5,4.0,4.5
paperclip,so that bracelet clicks into place more easily,4,4.0,4.0
paperclip,remove dirty keyboard,5,4.0,4.5
paperclip,cake baking tins,4,4.0,4.0
paperclip,hang string close zipper dress,5,5.0,5.0
paperclip,put between paper,5,5.0,5.0
paperclip,insert,4,5.0,4.5
paperclip,pull out,4,4.0,4.0
paperclip,when unfolding things stick together,5,4.0,4.5
paperclip,unfold reinforcement,4,4.0,4.0
paperclip,use it as replacement for hairclips,4,4.0,4.0
paperclip,catch,3,3.0,3.0
paperclip,feather,3,4.0,3.5
paperclip,connection keys hold together,5,5.0,5.0
paperclip,suspension,3,4.0,3.5
paperclip,different things hold together,4,5.0,4.5
paperclip,store different colors of paper clip,3,3.0,3.0
paperclip,ornamental chain,4,4.0,4.0
paperclip,hide bra under shirt,5,5.0,5.0
paperclip,paint type stick,3,3.0,3.0
paperclip,collector item,3,4.0,3.5
paperclip,removing dirt from under nails,5,4.0,4.5
paperclip,get dirt under fingernail,5,4.0,4.5
paperclip,fishing rod,2,2.0,2.0
paperclip,remove sim card object,5,5.0,5.0
paperclip,forms,4,4.0,4.0
paperclip,bending shapes,4,4.0,4.0
paperclip,remove dirt from under nails today,5,4.0,4.5
paperclip,remove dirt from keyboard,5,4.0,4.5
paperclip,bra straps hook together,5,4.0,4.5
paperclip,bra straps shirt pins bra strap not visible,5,4.0,4.5
paperclip,getting rid of bra straps,5,4.0,4.5
paperclip,desk decoration,3,3.0,3.0
paperclip,give present,3,3.0,3.0
paperclip,how to open chip iphone sim card,4,4.0,4.0
paperclip,close bag of chips,5,4.0,4.5
paperclip,form numbers,4,4.0,4.0
paperclip,circle wires hold together,4,4.0,4.0
paperclip,clip paers togethe,5,5.0,5.0
paperclip,clippy cosplay,2,3.0,2.5
paperclip,confetti,3,1.0,2.0
paperclip,contours,4,3.0,3.5
paperclip,cupcake prick look like they have been in oven long enough,4,5.0,4.5
paperclip,tie clip,5,4.0,4.5
paperclip,decoration mini figurine,4,3.0,3.5
paperclip,decoration room bend figure,4,3.0,3.5
paperclip,door lock picking,4,3.0,3.5
paperclip,get door open,4,3.0,3.5
paperclip,door opener,4,3.0,3.5
paperclip,keep door open,4,4.0,4.0
paperclip,cracking door lock,4,3.0,3.5
paperclip,door lock open,4,3.0,3.5
paperclip,sealing packages,4,4.0,4.0
paperclip,scratch things,4,4.0,4.0
paperclip,tying things together to keep them together,4,4.0,4.0
paperclip,tie things together,4,4.0,4.0
paperclip,attaching things together,4,4.0,4.0
paperclip,bend to open iphone sim holder,4,4.0,4.0
paperclip,bending thing that opens phone box,4,3.0,3.5
paperclip,bread bag tie,5,4.0,4.5
paperclip,bread bag closed,5,4.0,4.5
paperclip,bra get wider size,5,4.0,4.5
paperclip,bra together so that straps are not visible,5,4.0,4.5
paperclip,bra closure,5,4.0,4.5
paperclip,binder,3,4.0,3.5
paperclip,leaves together,5,5.0,5.0
paperclip,squeezing blackheads,4,4.0,4.0
paperclip,separate leaves,5,5.0,5.0
paperclip,tying leaves together,5,5.0,5.0
paperclip,leaf holder,5,5.0,5.0
paperclip,page memorizer,5,5.0,5.0
paperclip,blister stick,4,5.0,4.5
paperclip,flower reinforcement,4,3.0,3.5
paperclip,piece of iron broken off where zipper opens,5,5.0,5.0
paperclip,keep blouse closed always popping open,5,4.0,4.5
paperclip,bookmark which rule you are,5,5.0,5.0
paperclip,leaving messages scratched somewhere,4,4.0,4.0
paperclip,scratch tree,4,4.0,4.0
paperclip,drill,2,2.0,2.0
paperclip,close sandwich bag,4,4.0,4.0
paperclip,brooch,3,3.0,3.0
paperclip,attach brooch,4,4.0,4.0
paperclip,keep pants together,4,4.0,4.0
paperclip,fasten trousers,4,4.0,4.0
paperclip,trouser button,4,4.0,4.0
paperclip,trouser button fastened,4,4.0,4.0
paperclip,hold sandwich together,3,4.0,3.5
paperclip,fasten blouse,5,4.0,4.5
paperclip,wrap around,4,5.0,4.5
paperclip,bend earring,4,4.0,4.0
paperclip,pressing very tight buttons,5,4.0,4.5
paperclip,push face,3,2.0,2.5
paperclip,throw to get someone attention,4,3.0,3.5
paperclip,lay ground,3,3.0,3.0
paperclip,fly opens quickly button and zipper,5,5.0,5.0
paperclip,fly tight,5,5.0,5.0
paperclip,fly fastening widens,5,5.0,5.0
paperclip,sounds,4,3.0,3.5
paperclip,hook christmas baubles,5,5.0,5.0
paperclip,keep hair place,4,4.0,4.0
paperclip,hang up towel,3,4.0,3.5
paperclip,pendant key ring,4,4.0,4.0
paperclip,tea towel hanger,4,4.0,4.0
paperclip,snacks skewer,5,4.0,4.5
paperclip,tying hairs together,4,4.0,4.0
paperclip,hook christmas tree,5,5.0,5.0
paperclip,sound,4,3.0,3.5
paperclip,electrically repairs conductor,4,4.0,4.0
paperclip,monetary proceeds,1,2.0,1.5
paperclip,fake piercing,4,4.0,4.0
paperclip,bicycle chain,2,2.0,2.0
paperclip,bicycle keys together,5,5.0,5.0
paperclip,building figures,3,3.0,3.0
paperclip,experience figures,3,3.0,3.0
paperclip,finger ring,4,4.0,4.0
paperclip,photo hanging on clothesline,5,5.0,5.0
paperclip,hang up photo,4,5.0,4.5
paperclip,photos together,5,5.0,5.0
paperclip,hanging photos on string,5,5.0,5.0
paperclip,holes in foil,5,5.0,5.0
paperclip,holes microwave meal,5,5.0,5.0
paperclip,hole stopper,2,5.0,3.5
paperclip,holes objects,4,5.0,4.5
paperclip,monetary unit different colors values,3,2.0,2.5
paperclip,conduct brain research,2,1.0,1.5
paperclip,fake earring,4,4.0,4.0
paperclip,holder,3,3.0,3.0
paperclip,house,3,2.0,2.5
paperclip,hanging christmas tree,5,5.0,5.0
paperclip,necklace pendant,4,4.0,4.0
paperclip,chain multiple clips,4,4.0,4.0
paperclip,have more than one chain,4,4.0,4.0
paperclip,chain several paper clips,4,4.0,4.0
paperclip,chain paper clips together,4,4.0,4.0
paperclip,hang up christmas baubles,5,5.0,5.0
paperclip,chain switching,4,4.0,4.0
paperclip,children toys,3,3.0,3.0
paperclip,adjust clothing,4,5.0,4.5
paperclip,clothes broken,4,5.0,4.5
paperclip,securing clothes large,4,5.0,4.5
paperclip,clothes holder,3,4.0,3.5
paperclip,shorten garment,4,5.0,4.5
paperclip,chain link,4,4.0,4.0
paperclip,chew,3,2.0,2.5
paperclip,cat toy chain shape,5,4.0,4.5
paperclip,close broken zipper,5,5.0,5.0
paperclip,cling film cutting tip,4,5.0,4.5
paperclip,irons bend,4,5.0,4.5
paperclip,burglary material,4,4.0,4.0
paperclip,collapse,4,5.0,4.5
paperclip,open ip phone sim card compartment,5,5.0,5.0
paperclip,open iphone sim,5,5.0,5.0
paperclip,iphone sim card holder opener,5,5.0,5.0
paperclip,keep jacket closed,4,5.0,4.5
paperclip,tamp joint,4,5.0,4.5
paperclip,take dress,4,5.0,4.5
paperclip,put candle,2,3.0,2.5
paperclip,hang up cards,4,5.0,4.5
paperclip,sort cables neatly together,5,5.0,5.0
paperclip,pull comb parting,5,4.0,4.5
paperclip,replace broken zipper,5,5.0,5.0
paperclip,carving wood,5,4.0,4.5
paperclip,experimental acupuncture tool,4,3.0,3.5
paperclip,insist,2,1.0,1.5
paperclip,shout at it,3,1.0,2.0
paperclip,bind things,4,5.0,4.5
paperclip,leaf together,5,5.0,5.0
paperclip,join leaves together,5,5.0,5.0
paperclip,remember page,5,5.0,5.0
paperclip,pagemark,5,5.0,5.0
paperclip,holding cans,3,3.0,3.0
paperclip,beer can open,3,4.0,3.5
paperclip,grow flowers straight,5,4.0,4.5
paperclip,pants more wearable,4,5.0,4.5
paperclip,pants hanging,4,5.0,4.5
paperclip,thing that keeps bread bags closed,5,5.0,5.0
paperclip,build bridge,2,2.0,2.0
paperclip,clipboard,5,5.0,5.0
paperclip,demolish computer,4,3.0,3.5
paperclip,keep your pants closed,4,5.0,4.5
paperclip,bra straps back,5,5.0,5.0
paperclip,tie bra straps together,5,5.0,5.0
paperclip,bra straps behind back,5,5.0,5.0
paperclip,secretion,2,3.0,2.5
paperclip,all paperclips fuse differently,3,3.0,3.0
paperclip,clamp another object onto paper,5,5.0,5.0
paperclip,other paper hold together example clothes,4,5.0,4.5
paperclip,apple holder,3,2.0,2.5
paperclip,car deformation toy thing,4,2.0,3.0
paperclip,deflate balloon,5,5.0,5.0
paperclip,balloons together,5,5.0,5.0
paperclip,banana cutting outside,5,3.0,4.0
paperclip,clamp straps of dress bra so that they do not fall,5,5.0,5.0
paperclip,charm chain,4,4.0,4.0
paperclip,cross bra straps,5,5.0,5.0
paperclip,pelt,2,4.0,3.0
paperclip,reward,3,2.0,2.5
paperclip,damage,3,4.0,3.5
paperclip,computer wires hold together paper clip fasten,5,4.0,4.5
paperclip,designing,2,3.0,2.5
paperclip,door locked is open,4,4.0,4.0
paperclip,closed ditto,3,4.0,3.5
paperclip,string together long chain,4,4.0,4.0
paperclip,hitting each other,1,3.0,2.0
paperclip,fix together,4,5.0,4.5
paperclip,fold together into strange shapes,4,3.0,3.5
paperclip,seal each bag,5,5.0,5.0
paperclip,seal envelope,5,5.0,5.0
paperclip,pierce through something,4,5.0,4.5
paperclip,take it out somewhere,4,5.0,4.5
paperclip,hang somewhere,3,4.0,3.5
paperclip,scratch letters somewhere,4,4.0,4.0
paperclip,pick somewhere,4,4.0,4.0
paperclip,paste somewhere,3,4.0,3.5
paperclip,stir somewhere,3,4.0,3.5
paperclip,get away from something,4,4.0,4.0
paperclip,stuck somewhere,4,5.0,4.5
paperclip,hang together chain,4,4.0,4.0
paperclip,open small lock,4,4.0,4.0
paperclip,large figure put together,3,3.0,3.0
paperclip,rubber bands together,5,5.0,5.0
paperclip,sandwich bag sealer,5,5.0,5.0
paperclip,building things,3,3.0,3.0
paperclip,closing things turning opening around,4,5.0,4.5
paperclip,removing things from under nails,5,4.0,4.5
paperclip,picking things up,3,4.0,3.5
paperclip,reset things point stick paperclip somewhere,5,5.0,5.0
paperclip,skewer things,4,4.0,4.0
paperclip,thing things scraping away,4,4.0,4.0
paperclip,figure things out,4,4.0,4.0
paperclip,pass through,4,5.0,4.5
paperclip,swallow,2,1.0,1.5
paperclip,dotting tool,5,4.0,4.5
paperclip,wire hold together,4,5.0,4.5
paperclip,press pin,3,4.0,3.5
paperclip,unit,1,3.0,2.0
paperclip,twist apart,4,4.0,4.0
paperclip,remove hemorrhoids,4,2.0,3.0
paperclip,cleaning small corners and edges,5,5.0,5.0
paperclip,hang small objects,5,4.0,4.5
paperclip,zippers,4,5.0,4.5
paperclip,junk phone get where charger,5,5.0,5.0
paperclip,together holder keys,5,5.0,5.0
paperclip,tie ears together,5,5.0,5.0
paperclip,shoe closure holder,4,5.0,4.5
paperclip,fasten shoes,4,5.0,4.5
paperclip,zipper fixed trouser button,5,5.0,5.0
paperclip,writing wood,5,4.0,4.5
paperclip,shove,3,4.0,3.5
paperclip,get sim card from your phone,5,5.0,5.0
paperclip,sim card,5,5.0,5.0
paperclip,sim card remover,5,5.0,5.0
paperclip,sim card holder opener iphone,5,5.0,5.0
paperclip,sim card holder opener,5,5.0,5.0
paperclip,screw,3,3.0,3.0
paperclip,zipper back sits high,5,5.0,5.0
paperclip,pull zipper broken end,5,5.0,5.0
paperclip,zipper hanger broken,5,5.0,5.0
paperclip,holding papers,5,5.0,5.0
paperclip,hold paper sheets together,5,5.0,5.0
paperclip,toddler stick,4,4.0,4.0
paperclip,beeper hold together,3,5.0,4.0
paperclip,arrow bow,2,2.0,2.0
paperclip,slices,2,3.0,2.5
paperclip,stand plants upright,5,4.0,4.5
paperclip,jar open,3,4.0,3.5
paperclip,barbed wire,2,5.0,3.5
paperclip,press reset button on devices that are difficult to reach,5,5.0,5.0
paperclip,straw,1,2.0,1.5
paperclip,threading method,4,5.0,4.5
paperclip,ring holder,4,4.0,4.0
paperclip,rist,5,5.0,5.0
paperclip,zipper thing broken,5,5.0,5.0
paperclip,sim card iphone,5,5.0,5.0
paperclip,attaching papers together,5,5.0,5.0
paperclip,open sim card cover of smartphone,5,5.0,5.0
paperclip,sim card compartment iphone open,5,5.0,5.0
paperclip,playing during boring lectures,5,3.0,4.0
paperclip,used to play game whose name don know,3,3.0,3.0
paperclip,split head screw turn,4,3.0,3.5
paperclip,springboard,1,2.0,1.5
paperclip,tripod,3,4.0,3.5
paperclip,tripod cards,5,4.0,4.5
paperclip,play distraction,5,3.0,4.0
paperclip,tripod paper doll,5,4.0,4.5
paperclip,steal,3,3.0,3.0
paperclip,support animal trap,3,4.0,3.5
paperclip,fabric hold together,5,5.0,5.0
paperclip,cake prick look done,5,5.0,5.0
paperclip,table scratch,5,4.0,4.5
paperclip,bags,3,5.0,4.0
paperclip,stinging agent,3,4.0,3.5
paperclip,pins,4,4.0,4.0
paperclip,saving hobby,5,3.0,4.0
paperclip,eating spaghetti,2,2.0,2.0
paperclip,open sim card compartment iphone,5,5.0,5.0
paperclip,scarf closed holder haha,5,5.0,5.0
paperclip,strings of children parties,4,4.0,4.0
paperclip,grinding tattoo,4,3.0,3.5
paperclip,unlock locks,4,4.0,4.0
paperclip,lockbreaker,4,4.0,4.0
paperclip,lock opener doors,4,4.0,4.0
paperclip,closure,5,5.0,5.0
paperclip,clasp chains,5,4.0,4.5
paperclip,lead electricity,4,4.0,4.0
paperclip,hold wires together,5,5.0,5.0
paperclip,socks together,5,4.0,4.5
paperclip,resetting some devices requires very thin object,5,5.0,5.0
paperclip,kind of button clothing,4,5.0,4.5
paperclip,kind of cotton swab,3,4.0,3.5
paperclip,sim card open your iphone,5,5.0,5.0
paperclip,paper clip collector,5,4.0,4.5
paperclip,paperclip castle,3,2.0,2.5
paperclip,paper clip together between nails clean,5,4.0,4.5
paperclip,magnet compass,5,4.0,4.5
paperclip,hang up magnet,4,4.0,4.0
paperclip,magnet holder,4,4.0,4.0
paperclip,magnetize,4,4.0,4.0
paperclip,cufflink,4,4.0,4.0
paperclip,material art,3,3.0,3.0
paperclip,pry loose small hole,4,4.0,4.0
paperclip,multiple chain can be fastened together,4,4.0,4.0
paperclip,several chains of it,4,4.0,4.0
paperclip,measure,3,3.0,3.0
paperclip,mikado,4,4.0,4.0
paperclip,mind map,1,1.0,1.0
paperclip,mini suspension,3,4.0,3.5
paperclip,tiny sieve,1,2.0,1.5
paperclip,attach several pieces of paper together,5,5.0,5.0
paperclip,free candle wax wick,5,4.0,4.5
paperclip,zipper tab,5,5.0,5.0
paperclip,bend nice shapes,4,4.0,4.0
paperclip,get little things out from under something,4,4.0,4.0
paperclip,tie clothes together,4,5.0,4.5
paperclip,wind up clock,5,4.0,4.5
paperclip,haircut,4,4.0,4.0
paperclip,button clothes,4,5.0,4.5
paperclip,scratch cards scratcher,5,4.0,4.5
paperclip,scratch stone writing message,4,4.0,4.0
paperclip,scratch table,4,4.0,4.0
paperclip,art project,3,3.0,3.0
paperclip,work of art very large,3,3.0,3.0
paperclip,long wire,4,4.0,4.0
paperclip,lasso,2,2.0,2.0
paperclip,scare,3,3.0,3.0
paperclip,leak stick,5,5.0,5.0
paperclip,length measure,3,3.0,3.0
paperclip,open mobile battery,5,5.0,5.0
paperclip,mobile push sim want,5,5.0,5.0
paperclip,possibly attach face,3,2.0,2.5
paperclip,possible pack hand,3,2.0,2.5
paperclip,bend rod,4,5.0,4.5
paperclip,melt down iron,3,4.0,3.5
paperclip,fold over ring,4,4.0,4.0
paperclip,electrify,4,4.0,4.0
paperclip,unblocker,1,3.0,2.0
paperclip,eye pricking,4,4.0,4.0
paperclip,hang in ear,4,4.0,4.0
paperclip,ear scraper,3,4.0,3.5
paperclip,put in earring,4,4.0,4.0
paperclip,ear cleaning end,5,4.0,4.5
paperclip,open sd port,5,5.0,5.0
paperclip,pick up,3,3.0,3.0
paperclip,organize papers,5,5.0,5.0
paperclip,taste over it,1,2.0,1.5
paperclip,pot holder,1,2.0,1.5
paperclip,bend round and secure together,4,4.0,4.0
paperclip,small ruler drawing straight line,4,4.0,4.0
paperclip,bend skewer,4,5.0,4.5
paperclip,bend pin to press sim iphone,5,5.0,5.0
paperclip,you have iron deficiency,1,1.0,1.0
paperclip,push back cuticles,5,5.0,5.0
paperclip,remove dirt from nails,5,4.0,4.5
paperclip,copy,3,3.0,3.0
paperclip,cut umbilical cord,1,2.0,1.5
paperclip,do not lose it,3,3.0,3.0
paperclip,nosering,4,4.0,4.0
paperclip,put up notes,4,5.0,4.5
paperclip,object clamping another object,4,5.0,4.5
paperclip,object hiding haystack,4,4.0,4.0
paperclip,turn around and pick something,4,4.0,4.0
paperclip,bend poke holes,4,5.0,4.5
paperclip,bend iron wire together,4,5.0,4.5
paperclip,bend needle,4,4.0,4.0
paperclip,bend staple,4,4.0,4.0
paperclip,bend dolls,4,4.0,4.0
paperclip,fence top,3,4.0,3.5
paperclip,press small button,4,4.0,4.0
paperclip,transform figure,4,4.0,4.0
paperclip,washing line,3,3.0,3.0
paperclip,bag closed,5,4.0,4.5
paperclip,clamp bags closed,5,4.0,4.5
paperclip,self electrocution tool socket,4,4.0,4.0
paperclip,transform,4,4.0,4.0
paperclip,bend fishing hook,4,4.0,4.0
paperclip,bend doll,4,3.0,3.5
paperclip,bend mini seesaw,3,3.0,3.0
paperclip,oh safety pin,4,4.0,4.0
paperclip,sewing tools,4,4.0,4.0
paperclip,open mobile,5,5.0,5.0
paperclip,mini swing,2,2.0,2.0
paperclip,metal,3,4.0,3.5
paperclip,several paper clips extend together attach,4,4.0,4.0
paperclip,marking page book,5,4.0,4.5
paperclip,folders paper clips,5,5.0,5.0
paperclip,cuff button,4,4.0,4.0
paperclip,mali nkold of it,4,3.0,3.5
paperclip,pull magnet,4,4.0,4.0
paperclip,pull loose hooks,4,3.0,3.5
paperclip,runner,4,4.0,4.0
paperclip,dirty rooter,4,4.0,4.0
paperclip,lock picker,4,4.0,4.0
paperclip,dirt from under nails,5,4.0,4.5
paperclip,objects bind together,4,4.0,4.0
paperclip,connect firmly,4,4.0,4.0
paperclip,attach name shirt,4,4.0,4.0
paperclip,attach paper clip,5,4.0,4.5
paperclip,attach paper objects such as planter,5,4.0,4.5
paperclip,locking mechanism,4,4.0,4.0
paperclip,safety game,4,4.0,4.0
paperclip,connecting piece,4,4.0,4.0
paperclip,bend things up,4,4.0,4.0
paperclip,heat,4,3.0,3.5
paperclip,booster seat wobbles,2,2.0,2.0
paperclip,extension,4,4.0,4.0
paperclip,replacement needle,4,4.0,4.0
paperclip,replacement cotton swab,3,3.0,3.0
paperclip,malleable iron wire,4,4.0,4.0
paperclip,deform,4,4.0,4.0
paperclip,deform bracelet,4,4.0,4.0
paperclip,deform earring,4,4.0,4.0
paperclip,deform ring,4,4.0,4.0
paperclip,pick dirty things from your nose,3,3.0,3.0
paperclip,dirt dust small holes,5,4.0,4.5
paperclip,get vodafone chip mobile,5,5.0,5.0
paperclip,connect objects together,4,4.0,4.0
paperclip,lip hanging,5,3.0,4.0
paperclip,drop,3,3.0,3.0
paperclip,hang up lantern,4,4.0,4.0
paperclip,cut to pieces,4,4.0,4.0
paperclip,cable tie,5,4.0,4.5
paperclip,cheese stick,4,4.0,4.0
paperclip,jacket closed,4,5.0,4.5
paperclip,press open iphone sim card,5,4.0,4.5
paperclip,open iphone sim card holder,5,4.0,4.5
paperclip,replace iphone sim card,5,4.0,4.5
paperclip,open iphone and insert sim card,5,4.0,4.5
paperclip,iphone open,5,4.0,4.5
paperclip,packing up,3,3.0,3.0
paperclip,hook up,4,4.0,4.0
paperclip,burglary agent,4,4.0,4.0
paperclip,pierce wire,4,5.0,4.5
paperclip,iron wire lock open,4,4.0,4.0
paperclip,iron wire somewhere,4,4.0,4.0
paperclip,iron wire things hang,4,4.0,4.0
paperclip,keeps hole closed,3,3.0,3.0
paperclip,change watch straps,4,4.0,4.0
paperclip,loosen watch straps,4,4.0,4.0
paperclip,pull iron wire completely apart,3,3.0,3.0
paperclip,transform into nice shapes,4,4.0,4.0
paperclip,remove broken point of iphone memory card,5,5.0,5.0
paperclip,broken sharp edge can lots scratch,4,4.0,4.0
paperclip,leave broken zipper button in place,5,5.0,5.0
paperclip,coat rack,2,2.0,2.0
paperclip,art of it,3,3.0,3.0
paperclip,scratch surface,4,4.0,4.0
paperclip,scraper dirty corner clean,4,4.0,4.0
paperclip,link,5,4.0,4.5
paperclip,cord,3,3.0,3.0
paperclip,build compass,2,3.0,2.5
paperclip,keep button pressed,4,4.0,4.0
paperclip,climbing frame,2,1.0,1.5
paperclip,colour,3,3.0,3.0
paperclip,small area clean,4,4.0,4.0
paperclip,expand drawing template,4,4.0,4.0
paperclip,prying small things loose,4,4.0,4.0
paperclip,make small hole,4,4.0,4.0
paperclip,taking clothes,4,5.0,4.5
paperclip,clothes hanger shirt pants link together,4,4.0,4.0
paperclip,clothes keep neckline together,4,5.0,4.5
paperclip,chain pendant,4,4.0,4.0
paperclip,stringing chain,4,4.0,4.0
paperclip,chain several paperclips together,4,4.0,4.0
paperclip,chain connect together,4,4.0,4.0
paperclip,decorate christmas tree,5,4.0,4.5
paperclip,christmas balls hanging on christmas tree,5,5.0,5.0
paperclip,getting small things loose,4,4.0,4.0
paperclip,bend hair elastic band,2,2.0,2.0
paperclip,open iphone sim card compartment,5,4.0,4.5
paperclip,remove between teeth,4,4.0,4.0
paperclip,paperclips surface stick to certain shape,4,4.0,4.0
paperclip,paper binder,5,5.0,5.0
paperclip,paper clipping apart,5,5.0,5.0
paperclip,crochet paper,5,5.0,5.0
paperclip,paper clippings,5,5.0,5.0
paperclip,organize paper,5,5.0,5.0
paperclip,holding paper together,5,5.0,5.0
paperclip,papers holding together,5,5.0,5.0
paperclip,paper plane,4,4.0,4.0
paperclip,piece of paper,5,5.0,5.0
paperclip,clipping papers,5,5.0,5.0
paperclip,dolls iron wire paper clip,4,3.0,3.5
paperclip,hang poster on hook,4,4.0,4.0
paperclip,connecting products,4,5.0,4.5
paperclip,sample magnet,4,4.0,4.0
paperclip,sticking out pimples,4,3.0,3.5
paperclip,pointed object example reset button,5,5.0,5.0
paperclip,puzzle,2,2.0,2.0
paperclip,edge of paperclips mirror,4,3.0,3.5
paperclip,press reset buttons,5,5.0,5.0
paperclip,reset,5,5.0,5.0
paperclip,paperclips together garland,4,4.0,4.0
paperclip,keep strap together,3,4.0,3.5
paperclip,paperclips box musical instrument,5,4.0,4.5
paperclip,paperclip bag,3,2.0,2.5
paperclip,bend things bind together,4,4.0,4.0
paperclip,eye stabbing,4,3.0,3.5
paperclip,ear itching,3,3.0,3.0
paperclip,ear bar,3,3.0,3.0
paperclip,earring of it,4,4.0,4.0
paperclip,earring pendant,4,4.0,4.0
paperclip,remove earwax from ear,3,3.0,3.0
paperclip,ear strap to prevent knots,4,3.0,3.5
paperclip,bend open,4,4.0,4.0
paperclip,open holder,1,2.0,1.5
paperclip,hanging rack of it,4,4.0,4.0
paperclip,roll up,4,4.0,4.0
paperclip,organize paper clips,5,5.0,5.0
paperclip,paperclip bracelet,4,4.0,4.0
paperclip,paperclip hair,4,4.0,4.0
paperclip,paperclip boot,1,2.0,1.5
paperclip,paperclip earring,4,4.0,4.0
paperclip,paperclip open ends of it sim card compartment phone,5,5.0,5.0
paperclip,paperclip wallet,3,2.0,2.5
paperclip,paperclip straight so that things are stuck,4,4.0,4.0
paperclip,paperclip shirt,3,2.0,2.5
paperclip,paperclips,5,5.0,5.0
paperclip,zipper thingy,5,5.0,5.0
paperclip,open reset holes and push modems,5,5.0,5.0
paperclip,zipper holder,5,5.0,5.0
paperclip,spring,3,3.0,3.0
paperclip,depicting steel letters,4,3.0,3.5
paperclip,tying steel wire,4,4.0,4.0
paperclip,stack of papers,5,5.0,5.0
paperclip,get dust somewhere,5,5.0,5.0
paperclip,substances hold together,4,5.0,4.5
paperclip,connect power,4,4.0,4.0
paperclip,close sugar pack,5,4.0,4.5
paperclip,keep shirt sleeves rolled up,5,4.0,4.5
paperclip,repair bag,3,3.0,3.0
paperclip,fasten bag,4,4.0,4.0
paperclip,phone stick holder,3,4.0,3.5
paperclip,remove phone sim card,5,5.0,5.0
paperclip,nipple clamp,5,4.0,4.5
paperclip,rope paper clips,4,3.0,3.5
paperclip,rope ceiling hooks,4,3.0,3.5
paperclip,connecting ropes together paper clip bending,3,3.0,3.0
paperclip,it look open between doors,4,4.0,4.0
paperclip,keep zipper up,5,5.0,5.0
paperclip,between small cracks,5,5.0,5.0
paperclip,between adhesive tape so that beginning does not get lost,5,4.0,4.5
paperclip,get nail wall,3,3.0,3.0
paperclip,kind of tie wrap,5,4.0,4.5
paperclip,keep work organized while learning,5,5.0,5.0
paperclip,snack stick,4,4.0,4.0
paperclip,shooting between paperclip,4,3.0,3.5
paperclip,kind of painting,3,3.0,3.0
paperclip,fasten zipper,5,5.0,5.0
paperclip,painting sell art,3,3.0,3.0
paperclip,writing medium,2,2.0,2.0
paperclip,sharp point brick sculpting,3,4.0,3.5
paperclip,open sim dock iphone,5,5.0,5.0
paperclip,remove sim card from iphone,5,5.0,5.0
paperclip,remove sim card from phone,5,5.0,5.0
paperclip,get mobile sim card,5,5.0,5.0
paperclip,press sim card on phone,5,5.0,5.0
paperclip,cigarette holder hand fasten,3,3.0,3.0
paperclip,key ring round,4,4.0,4.0
paperclip,sim card tool,5,5.0,5.0
paperclip,replace chain lock,5,4.0,4.5
paperclip,trying to open locks,4,4.0,4.0
paperclip,fasten sling,5,3.0,4.0
paperclip,force lock open,4,4.0,4.0
paperclip,sharpening needle,4,4.0,4.0
paperclip,key opener,4,4.0,4.0
paperclip,key holder,5,4.0,4.5
paperclip,zipper closure,4,5.0,4.5
paperclip,garment closure,4,5.0,4.5
stick,lean,4,4.0,4.0
stick,scraper,4,5.0,4.5
stick,give length,4,4.0,4.0
stick,lacquer,3,3.0,3.0
stick,artwork,3,3.0,3.0
stick,art,3,3.0,3.0
stick,limbo,4,4.0,4.0
stick,clothing rack,4,4.0,4.0
stick,knapsack,4,5.0,4.5
stick,clamp,3,4.0,3.5
stick,put chicken,4,3.0,3.5
stick,necklace holder,4,4.0,4.0
stick,get closet,4,4.0,4.0
stick,build canoe,3,3.0,3.0
stick,coat rack,3,4.0,3.5
stick,smash,4,4.0,4.0
stick,scratch your back itch,4,5.0,4.5
stick,limbo dancing,4,4.0,4.0
