research_id,response_id,object,original_response,respondent_id,cleaned_response,translated_response,originality_rater01,utility_rater01,originality_rater02,utility_rater02
NAT202402,32522,paperclip,temporary jewelry,431,temporary jewelry,temporary jewelry,2,4,,
NAT202402,32528,paperclip,fridge magnet,431,fridge magnet,fridge magnet,2.5,4,,
NAT202402,32532,paperclip,emergency repair tool,431,emergency repair tool,emergency repair tool,2,3,,
NAT202402,32545,paperclip,toothpick,432,toothpick,toothpick,2,4,,
NAT202402,32550,paperclip,refrigerator magnet,432,refrigerator magnet,refrigerator magnet,2.5,4,,
NAT202402,32562,paperclip,fridge magnet,433,fridge magnet,fridge magnet,2.5,4,,
NAT202402,32563,paperclip,cocktail stirrer,433,cocktail stirrer,cocktail stirrer,3,4,,
NAT202402,32568,paperclip,toothpick,433,toothpick,toothpick,2,4,,
NAT202402,32569,paperclip,stir stick,433,stir stick,stir stick,2.5,4,,
NAT202402,32573,paperclip,and a simple machine to demonstrate leverage,433,simple machine demonstrate leverage,simple machine demonstrate leverage,3,4,,
NAT202402,32577,paperclip,toothpick holder,434,toothpick holder,toothpick holder,2.5,4,,
NAT202402,32592,paperclip,cocktail stick,434,cocktail stick,cocktail stick,2.5,4,,
NAT202402,32601,paperclip,toothpick,435,toothpick,toothpick,2,4,,
NAT202402,32605,paperclip,fire starter,435,fire starter,fire starter,3,1,,
NAT202402,32613,paperclip,emergency tool,435,emergency tool,emergency tool,2,3,,
NAT202402,32625,paperclip,cocktail stirrer,436,cocktail stirrer,cocktail stirrer,3,4,,
NAT202402,32630,paperclip,fire starter,436,fire starter,fire starter,3,1,,
NAT202402,32631,paperclip,toothpick,436,toothpick,toothpick,2,4,,
NAT202402,32637,paperclip,stirrer,437,stirrer,stirrer,2.5,4,,
NAT202402,32640,paperclip,toothpick,437,toothpick,toothpick,2,4,,
NAT202402,32641,paperclip,food skewer,437,food skewer,food skewer,3,5,,
NAT202402,32658,paperclip,cocktail skewer,438,cocktail skewer,cocktail skewer,3,5,,
NAT202402,32685,paperclip,cocktail stirrer,439,cocktail stirrer,cocktail stirrer,3,4,,
NAT202402,32691,paperclip,emergency tool,439,emergency tool,emergency tool,2,3,,
NAT202402,32697,paperclip,fridge magnet,440,fridge magnet,fridge magnet,2.5,4,,
NAT202402,32700,paperclip,cocktail stirrer,440,cocktail stirrer,cocktail stirrer,3,4,,
NAT202402,32711,paperclip,meat thermometer holder,440,meat thermometer holder,meat thermometer holder,3.3,3,,
NAT202402,32731,paperclip,temporary fix,441,temporary fix,temporary fix,1,3,,
NAT202402,32909,paperclip,refrigerator magnet,450,refrigerator magnet,refrigerator magnet,2.5,4,,
NAT202402,32916,paperclip,emergency fix,451,emergency fix,emergency fix,2,3,,
NAT202402,32930,paperclip,temporary fix,451,temporary fix,temporary fix,1,3,,
NAT202402,33041,paperclip,temporary fix,457,temporary fix,temporary fix,1,3,,
NAT202402,33087,paperclip,temporary fix,459,temporary fix,temporary fix,1,3,,
NAT202402,33142,paperclip,temporary fix,462,temporary fix,temporary fix,1,3,,
NAT202402,33154,paperclip,emergency fix,463,emergency fix,emergency fix,2,3,,
NAT202402,33207,paperclip,temporary fix,465,temporary fix,temporary fix,1,3,,
NAT202402,33218,paperclip,temporary fix,466,temporary fix,temporary fix,1,3,,
NAT202402,33306,paperclip,temporary fix,470,temporary fix,temporary fix,1,3,,
NAT202402,33328,paperclip,temporary fix,471,temporary fix,temporary fix,1,3,,
NAT202402,33347,paperclip,temporary fix,472,temporary fix,temporary fix,1,3,,
NAT202402,33365,paperclip,temporary fix,473,temporary fix,temporary fix,1,3,,
NAT202402,33374,paperclip,temporary fix,474,temporary fix,temporary fix,1,3,,
NAT202402,33388,paperclip,small screwdriver,474,small screwdriver,small screwdriver,2.5,3,,
NAT202402,33445,paperclip,temporary fix,477,temporary fix,temporary fix,1,3,,
NAT202402,33448,paperclip,fridge magnet,477,fridge magnet,fridge magnet,2.5,4,,
NAT202402,33475,paperclip,temporary fix,479,temporary fix,temporary fix,1,3,,
NAT202402,33498,paperclip,temporary fix,480,temporary fix,temporary fix,1,3,,
NAT202402,33580,paperclip,temporary earring,484,temporary earring,temporary earring,2,4,,
NAT202402,33584,paperclip,fire starter,484,fire starter,fire starter,3,1,,
NAT202402,33640,paperclip,temporary fix for button,487,temporary fix button,temporary fix button,2,2,,
NAT202402,33678,paperclip,temporary fix,489,temporary fix,temporary fix,1,3,,
NAT202402,33737,paperclip,shish kebab holder,492,shish kebab holder,shish kebab holder,3,3,,
NAT202402,33757,paperclip,temporary fix,493,temporary fix,temporary fix,1,3,,
NAT202402,33788,paperclip,jig maker,495,jig maker,jig maker,2.5,0,,
NAT202402,33789,paperclip,mending tool,495,mending tool,mending tool,2,4,,
NAT202402,33801,paperclip,embossing tool,495,embossing tool,embossing tool,3,3,,
NAT202402,24225,paperclip,coaster,8,coaster,coaster,2.5,2,,
NAT202402,24489,paperclip,coaster,22,coaster,coaster,2.5,2,,
NAT202402,24490,paperclip,puzzle piece,22,puzzle piece,puzzle piece,2.5,3,,
NAT202402,24548,paperclip,coaster,25,coaster,coaster,2.5,2,,
NAT202402,24619,paperclip,paper curl,29,paper curl,paper curl,2,3,,
NAT202402,24624,paperclip,memory aid,29,memory aid,memory aid,2.5,4,,
NAT202402,24680,paperclip,puzzle piece,32,puzzle piece,puzzle piece,2.5,3,,
NAT202402,24711,paperclip,paper curler,34,paper curler,paper curler,2,3,,
NAT202402,24715,paperclip,scale pointer,34,scale pointer,scale pointer,3,4,,
NAT202402,24736,paperclip,paper curl,35,paper curl,paper curl,2,3,,
NAT202402,24737,paperclip,coaster,35,coaster,coaster,2.5,2,,
NAT202402,24757,paperclip,car antenna,36,car antenna,car antenna,3,1,,
NAT202402,24794,paperclip,compass,38,compass,compass,3,2,,
NAT202402,24850,paperclip,toy,41,toy,toy,2,3,,
NAT202402,24863,paperclip,paper curl,42,paper curl,paper curl,2,3,,
NAT202402,24889,paperclip,compass,43,compass,compass,3,2,,
NAT202402,24890,paperclip,bullet casing,43,bullet casing,bullet casing,3,1,,
NAT202402,24921,paperclip,coaster,45,coaster,coaster,2.5,2,,
NAT202402,24953,paperclip,monkey feeder,46,monkey feeder,monkey feeder,3,2,,
NAT202402,24955,paperclip,bitcoin,47,bitcoin,bitcoin,3,0,,
NAT202402,24974,paperclip,money organizer,48,money organizer,money organizer,1.5,5,,
NAT202402,24985,paperclip,trivet,48,trivet,trivet,3,2,,
NAT202402,24990,paperclip,coaster,48,coaster,coaster,2.5,2,,
NAT202402,25008,paperclip,bird feeder,49,bird feeder,bird feeder,3.3,2,,
NAT202402,25020,paperclip,wind chime,50,wind chime,wind chime,3,3,,
NAT202402,25038,paperclip,wasp trap,51,wasp trap,wasp trap,3,2,,
NAT202402,25041,paperclip,arrowhead,51,arrowhead,arrowhead,2.5,2,,
NAT202402,25042,paperclip,birdsnare,51,birdsnare,birdsnare,2.5,2,,
NAT202402,25057,paperclip,boat anchor,52,boat anchor,boat anchor,3,1,,
NAT202402,25079,paperclip,puzzle piece,53,puzzle piece,puzzle piece,2.5,3,,
NAT202402,25085,paperclip,compass,53,compass,compass,3,2,,
NAT202402,25104,paperclip,mini bungee cord,54,mini bungee cord,mini bungee cord,3,1,,
NAT202402,25119,paperclip,coaster,55,coaster,coaster,2.5,2,,
NAT202402,26160,paperclip,puzzle piece lifter,111,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26162,paperclip,stress reliever,111,stress reliever,stress reliever,2.5,3,,
NAT202402,26163,paperclip,game piece,111,game piece,game piece,2.5,3,,
NAT202402,26180,paperclip,puzzle piece lifter,112,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26182,paperclip,stress reliever,112,stress reliever,stress reliever,2.5,3,,
NAT202402,26183,paperclip,game piece,112,game piece,game piece,2.5,3,,
NAT202402,26200,paperclip,puzzle piece lifter,113,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26202,paperclip,stress reliever,113,stress reliever,stress reliever,2.5,3,,
NAT202402,26203,paperclip,game piece,113,game piece,game piece,2.5,3,,
NAT202402,26220,paperclip,puzzle piece lifter,114,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26222,paperclip,stress reliever,114,stress reliever,stress reliever,2.5,3,,
NAT202402,26223,paperclip,game piece,114,game piece,game piece,2.5,3,,
NAT202402,26240,paperclip,puzzle piece lifter,115,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26242,paperclip,stress reliever,115,stress reliever,stress reliever,2.5,3,,
NAT202402,26243,paperclip,game piece,115,game piece,game piece,2.5,3,,
NAT202402,26261,paperclip,puzzle piece lifter,116,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26263,paperclip,stress reliever,116,stress reliever,stress reliever,2.5,3,,
NAT202402,26298,paperclip,stress reliever,118,stress reliever,stress reliever,2.5,3,,
NAT202402,26302,paperclip,game piece,118,game piece,game piece,2.5,3,,
NAT202402,26319,paperclip,puzzle piece lifter,119,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26339,paperclip,stress relief,120,stress relief,stress relief,2.5,3,,
NAT202402,26340,paperclip,puzzle piece holder,120,puzzle piece holder,puzzle piece holder,2.5,3,,
NAT202402,26348,paperclip,unmuting microphone,121,unmuting microphone,unmuting microphone,3,2,,
NAT202402,26376,paperclip,stress reliever,122,stress reliever,stress reliever,2.5,3,,
NAT202402,26381,paperclip,puzzle piece holder,122,puzzle piece holder,puzzle piece holder,2.5,3,,
NAT202402,26419,paperclip,stress-reliever,124,stressreliever,stressreliever,2.5,3,,
NAT202402,26435,paperclip,stress reliever,125,stress reliever,stress reliever,2.5,3,,
NAT202402,26437,paperclip,puzzle piece,125,puzzle piece,puzzle piece,2.5,3,,
NAT202402,26438,paperclip,game piece,125,game piece,game piece,2.5,3,,
NAT202402,26476,paperclip,puzzle-solving,127,puzzlesolving,puzzlesolving,2.5,3,,
NAT202402,26533,paperclip,puzzle piece lifter,130,puzzle piece lifter,puzzle piece lifter,3,3,,
NAT202402,26568,paperclip,puzzle-solving,132,puzzlesolving,puzzlesolving,2.5,3,,
NAT202402,26630,paperclip,stress reliever,135,stress reliever,stress reliever,2.5,3,,
NAT202402,26669,paperclip,highlighting text,137,highlighting text,highlighting text,2,4,,
NAT202402,26689,paperclip,making a compass,138,making compass,making compass,3,2,,
NAT202402,26709,paperclip,game piece,139,game piece,game piece,2.5,3,,
NAT202402,26723,paperclip,playing games,140,playing games,playing games,2,3,,
NAT202402,26725,paperclip,activating mouse clicker,140,activating mouse clicker,activating mouse clicker,3,3,,
NAT202402,26749,paperclip,game token,141,game token,game token,2.5,4,,
NAT202402,26767,paperclip,stress reliever,142,stress reliever,stress reliever,2.5,3,,
NAT202402,26768,paperclip,puzzle piece,142,puzzle piece,puzzle piece,2.5,3,,
NAT202402,26803,paperclip,typing aid,144,typing aid,typing aid,2.5,3,,
NAT202402,26835,paperclip,compass needle,146,compass needle,compass needle,3,3,,
NAT202402,26881,paperclip,playing games,148,playing games,playing games,2,3,,
NAT202402,26917,paperclip,stress reliever,150,stress reliever,stress reliever,2.5,3,,
NAT202402,26924,paperclip,playing connect the dots,150,playing connect dots,playing connect dots,2.5,3,,
NAT202402,26979,paperclip,ringing a doorbell,153,ringing doorbell,ringing doorbell,3,3,,
NAT202402,26982,paperclip,performing magic tricks,153,performing magic tricks,performing magic tricks,3,4,,
NAT202402,27001,paperclip,play games,154,play games,play games,,3,,
NAT202402,27024,paperclip,puncture bubble wrap,156,puncture bubble wrap,puncture bubble wrap,2,5,,
NAT202402,27070,paperclip,highlighting text,158,highlighting text,highlighting text,2,4,,
NAT202402,27077,paperclip,playing board games,158,playing board games,playing board games,2.5,3,,
NAT202402,27088,paperclip,upholstery tension,159,upholstery tension,upholstery tension,3,0,,
NAT202402,27131,paperclip,measure material thickness,161,measure material thickness,measure material thickness,2.5,3,,
NAT202402,27145,paperclip,sound effect for movie,162,sound effect movie,sound effect movie,3,3,,
NAT202402,27155,paperclip,tentline,162,tentline,tentline,3,2,,
NAT202402,27193,paperclip,puzzling or games,164,puzzling games,puzzling games,2.5,3,,
NAT202402,27208,paperclip,replace car antenna if broken,165,replace car antenna broken,replace car antenna broken,3,1,,
NAT202402,27230,paperclip,paper doll clothes fastener,166,paper doll clothes fastener,paper doll clothes fastener,3,5,,
NAT202402,27310,paperclip,paper doll clothes fastener,170,paper doll clothes fastener,paper doll clothes fastener,3,5,,
NAT202402,27410,paperclip,paper doll clothes fastener,175,paper doll clothes fastener,paper doll clothes fastener,3,5,,
NAT202402,27475,paperclip,antenna,178,antenna,antenna,3,1,,
NAT202402,27495,paperclip,paper doll clothes,179,paper doll clothes,paper doll clothes,3,3,,
NAT202402,27510,paperclip,paper doll clothes fastener,180,paper doll clothes fastener,paper doll clothes fastener,3,5,,
NAT202402,27513,paperclip,compass,180,compass,compass,3,2,,
NAT202402,27523,paperclip,paper curl fixer,181,paper curl fixer,paper curl fixer,2,3,,
NAT202402,27574,paperclip,antenna,183,antenna,antenna,3,1,,
NAT202402,27693,paperclip,create puzzle,189,create puzzle,create puzzle,2.5,3,,
NAT202402,27728,paperclip,compass,191,compass,compass,3,2,,
NAT202402,27731,paperclip,paper curl,191,paper curl,paper curl,2,3,,
NAT202402,27807,paperclip,memory aid,195,memory aid,memory aid,2.5,4,,
NAT202402,27811,paperclip,retract,195,retract,retract,2,3,,
NAT202402,27813,paperclip,twist,195,twist,twist,2,4,,
NAT202402,27814,paperclip,curl,195,curl,curl,2,4,,
NAT202402,27815,paperclip,curl tighter,195,curl tighter,curl tighter,2,4,,
NAT202402,27833,paperclip,paper doll clothes,196,paper doll clothes,paper doll clothes,3,3,,
NAT202402,27835,paperclip,coil for springs,196,coil springs,coil springs,2.5,2,,
NAT202402,27867,paperclip,snowman nose,198,snowman nose,snowman nose,3.3,3,,
NAT202402,27932,paperclip,compass,201,compass,compass,3,2,,
NAT202402,27951,paperclip,compass,202,compass,compass,3,2,,
NAT202402,27983,paperclip,curl,204,curl,curl,2,4,,
NAT202402,27992,paperclip,record-keeper,204,recordkeeper,recordkeeper,2,3,,
NAT202402,28022,paperclip,paper curl fixer,206,paper curl fixer,paper curl fixer,2,3,,
NAT202402,28031,paperclip,latch keeper,206,latch keeper,latch keeper,2,3,,
NAT202402,28054,paperclip,paper doll clothes,207,paper doll clothes,paper doll clothes,3,3,,
NAT202402,28064,paperclip,curl hair,208,curl hair,curl hair,2.5,2,,
NAT202402,28081,paperclip,grab children's attention,209,grab children s attention,grab children s attention,2.5,3,,
NAT202402,28101,paperclip,stirrup,210,stirrup,stirrup,3,1,,
NAT202402,28116,paperclip,send,211,send,send,1,4,,
NAT202402,28117,paperclip,notes,211,notes,notes,1,3,,
NAT202402,28119,paperclip,can-hang,211,canhang,canhang,1,4,,
NAT202402,28122,paperclip,memory,211,memory,memory,2,4,,
NAT202402,28125,paperclip,ring,211,ring,ring,2,4,,
NAT202402,28130,paperclip,eyebrows,211,eyebrows,eyebrows,3,0,,
NAT202402,28132,paperclip,coil,211,coil,coil,2,2,,
NAT202402,28146,paperclip,loom shuttle,212,loom shuttle,loom shuttle,3,3,,
NAT202402,28152,paperclip,shield,212,shield,shield,3,2,,
NAT202402,28153,paperclip,passes locks,212,passes locks,passes locks,2,4,,
NAT202402,28154,paperclip,puzzle solution,212,puzzle solution,puzzle solution,3,3,,
NAT202402,28162,paperclip,save switches on devices,213,save switches devices,save switches devices,2.5,1,,
NAT202402,28187,paperclip,car antenna,214,car antenna,car antenna,3,1,,
NAT202402,28198,paperclip,push-pin,215,pushpin,pushpin,2,4,,
NAT202402,28201,paperclip,ring,215,ring,ring,2,4,,
NAT202402,28218,paperclip,calculator reset,216,calculator reset,calculator reset,3,5,,
NAT202402,28225,paperclip,ring puller,216,ring puller,ring puller,2.5,1,,
NAT202402,28230,paperclip,visa expiration date indicator,216,visa expiration date indicator,visa expiration date indicator,3,3,,
NAT202402,28231,paperclip,jackstand stop,216,jackstand stop,jackstand stop,3,1,,
NAT202402,28238,paperclip,coiled spring,217,coiled spring,coiled spring,3,2,,
NAT202402,28241,paperclip,key guard,217,key guard,key guard,2.5,2,,
NAT202402,28242,paperclip,grommet,217,grommet,grommet,2.5,1,,
NAT202402,28250,paperclip,fidget tool,217,fidget tool,fidget tool,2,4,,
NAT202402,28277,paperclip,desk organizer,219,desk organizer,desk organizer,2,3,,
NAT202402,28285,paperclip,pointer,219,pointer,pointer,2,3,,
NAT202402,28295,paperclip,take tests,220,take tests,take tests,2,2,,
NAT202402,28305,paperclip,hat pins,220,hat pins,hat pins,2.5,4,,
NAT202402,28311,paperclip,calculator stand,220,calculator stand,calculator stand,3,3,,
NAT202402,28353,paperclip,puzzle piece holder,222,puzzle piece holder,puzzle piece holder,2.5,4,,
NAT202402,28392,paperclip,game piece,224,game piece,game piece,2.5,3,,
NAT202402,28450,paperclip,game piece,227,game piece,game piece,2.5,3,,
NAT202402,28473,paperclip,game piece,228,game piece,game piece,2.5,3,,
NAT202402,28491,paperclip,game piece,229,game piece,game piece,2.5,3,,
NAT202402,28713,paperclip,puzzle piece holder,240,puzzle piece holder,puzzle piece holder,2.5,4,,
NAT202402,28750,paperclip,game piece,242,game piece,game piece,2.5,3,,
NAT202402,28767,paperclip,game piece,243,game piece,game piece,2.5,3,,
NAT202402,28793,paperclip,game piece,244,game piece,game piece,2.5,3,,
NAT202402,28810,paperclip,miniature slingshot,245,miniature slingshot,miniature slingshot,3,3,,
NAT202402,28828,paperclip,mini catapult,246,mini catapult,mini catapult,3,3,,
NAT202402,28888,paperclip,puzzle piece,249,puzzle piece,puzzle piece,2.5,3,,
NAT202402,28949,paperclip,game piece,252,game piece,game piece,2.5,3,,
NAT202402,29008,paperclip,miniature catapult,255,miniature catapult,miniature catapult,3,3,,
NAT202402,29052,paperclip,emergency hem holder,257,emergency hem holder,emergency hem holder,2.5,5,,
NAT202402,29088,paperclip,miniature slingshot,259,miniature slingshot,miniature slingshot,3,3,,
NAT202402,29126,paperclip,miniature slingshot,261,miniature slingshot,miniature slingshot,3,3,,
NAT202402,29150,paperclip,game piece,262,game piece,game piece,2.5,3,,
NAT202402,29190,paperclip,hem holder,264,hem holder,hem holder,2,5,,
NAT202402,29207,paperclip,mini slingshot,265,mini slingshot,mini slingshot,3,3,,
NAT202402,29210,paperclip,puzzle piece,265,puzzle piece,puzzle piece,2.5,3,,
NAT202402,29253,paperclip,mini sling,267,mini sling,mini sling,3,2,,
NAT202402,29309,paperclip,fidget tool,270,fidget tool,fidget tool,2,4,,
NAT202402,29325,paperclip,mini slingshot,271,mini slingshot,mini slingshot,3,3,,
NAT202402,29384,paperclip,puzzle piece connector,274,puzzle piece connector,puzzle piece connector,2.5,3,,
NAT202402,29391,paperclip,toy,274,toy,toy,2,3,,
NAT202402,29403,paperclip,hem holder,275,hem holder,hem holder,2,5,,
NAT202402,29426,paperclip,board game token,331,board game token,board game token,2.5,4,,
NAT202402,29448,paperclip,board game piece,332,board game piece,board game piece,2.5,3,,
NAT202402,29468,paperclip,board game piece,333,board game piece,board game piece,2.5,3,,
NAT202402,29491,paperclip,board game token,334,board game token,board game token,2.5,4,,
NAT202402,29506,paperclip,board game token,335,board game token,board game token,2.5,4,,
NAT202402,29526,paperclip,board game token,336,board game token,board game token,2.5,4,,
NAT202402,29548,paperclip,board game piece,337,board game piece,board game piece,2.5,3,,
NAT202402,29566,paperclip,board game token,338,board game token,board game token,2.5,4,,
NAT202402,29591,paperclip,board game piece,339,board game piece,board game piece,2.5,3,,
NAT202402,29608,paperclip,board game piece,340,board game piece,board game piece,2.5,3,,
NAT202402,29651,paperclip,board game token,342,board game token,board game token,2.5,4,,
NAT202402,29668,paperclip,board game piece,343,board game piece,board game piece,2.5,3,,
NAT202402,29690,paperclip,board game piece,344,board game piece,board game piece,2.5,3,,
NAT202402,29706,paperclip,board game piece,345,board game piece,board game piece,2.5,3,,
NAT202402,29725,paperclip,board game token,346,board game token,board game token,2.5,4,,
NAT202402,29745,paperclip,board game token,347,board game token,board game token,2.5,4,,
NAT202402,29765,paperclip,board game token,348,board game token,board game token,2.5,4,,
NAT202402,29806,paperclip,board game token,350,board game token,board game token,2.5,4,,
NAT202402,29827,paperclip,board game piece,351,board game piece,board game piece,2.5,3,,
NAT202402,29853,paperclip,board game token,352,board game token,board game token,2.5,4,,
NAT202402,29870,paperclip,board game token,353,board game token,board game token,2.5,4,,
NAT202402,29888,paperclip,board game piece,354,board game piece,board game piece,2.5,3,,
NAT202402,29889,paperclip,doll arm,354,doll arm,doll arm,3,3,,
NAT202402,29945,paperclip,board game token,357,board game token,board game token,2.5,4,,
NAT202402,29971,paperclip,board game piece,358,board game piece,board game piece,2.5,3,,
NAT202402,30005,paperclip,board game piece,360,board game piece,board game piece,2.5,3,,
NAT202402,30032,paperclip,board game token,361,board game token,board game token,2.5,4,,
NAT202402,30063,paperclip,board game piece,363,board game piece,board game piece,2.5,3,,
NAT202402,30086,paperclip,board game token,364,board game token,board game token,2.5,4,,
NAT202402,30145,paperclip,board game piece,367,board game piece,board game piece,2.5,3,,
NAT202402,30171,paperclip,board game piece,368,board game piece,board game piece,2.5,3,,
NAT202402,30210,paperclip,mini tongs,370,mini tongs,mini tongs,3,3,,
NAT202402,30252,paperclip,board game token,372,board game token,board game token,2.5,4,,
NAT202402,30286,paperclip,board game piece,374,board game piece,board game piece,2.5,3,,
NAT202402,30405,paperclip,board game token,380,board game token,board game token,2.5,4,,
NAT202402,30430,paperclip,board game tokens,381,board game tokens,board game tokens,2.5,4,,
NAT202402,30511,paperclip,board game piece,385,board game piece,board game piece,2.5,3,,
NAT202402,30512,paperclip,tiny antenna,385,tiny antenna,tiny antenna,3,3,,
NAT202402,30530,paperclip,puzzle,276,puzzle,puzzle,2.5,3,,
NAT202402,30550,paperclip,puzzle,277,puzzle,puzzle,2.5,3,,
NAT202402,30570,paperclip,puzzle,278,puzzle,puzzle,2.5,3,,
NAT202402,30590,paperclip,puzzle,279,puzzle,puzzle,2.5,3,,
NAT202402,30610,paperclip,puzzle,280,puzzle,puzzle,2.5,3,,
NAT202402,30632,paperclip,science experiment,281,science experiment,science experiment,3,3,,
NAT202402,30652,paperclip,science experiment,282,science experiment,science experiment,3,3,,
NAT202402,30672,paperclip,science experiment,283,science experiment,science experiment,3,3,,
NAT202402,30692,paperclip,science experiment,284,science experiment,science experiment,3,3,,
NAT202402,30712,paperclip,science experiment,285,science experiment,science experiment,3,3,,
NAT202402,30893,paperclip,stress reliever,294,stress reliever,stress reliever,2.5,3,,
NAT202402,30910,paperclip,science experiment,295,science experiment,science experiment,3,3,,
NAT202402,30911,paperclip,puzzle piece,295,puzzle piece,puzzle piece,2.5,3,,
NAT202402,30952,paperclip,stress reliever,297,stress reliever,stress reliever,2.5,3,,
NAT202402,31024,paperclip,puzzle solver,301,puzzle solver,puzzle solver,3,2,,
NAT202402,31027,paperclip,party favor,301,party favor,party favor,2.5,3,,
NAT202402,31133,paperclip,stress reliever,306,stress reliever,stress reliever,2.5,3,,
NAT202402,31153,paperclip,stress reliever,307,stress reliever,stress reliever,2.5,3,,
NAT202402,31192,paperclip,stress reliever,309,stress reliever,stress reliever,2.5,3,,
NAT202402,31350,paperclip,dollhouse furniture,317,dollhouse furniture,dollhouse furniture,3,4,,
NAT202402,31372,paperclip,puzzle piece,318,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31390,paperclip,dollhouse furniture,319,dollhouse furniture,dollhouse furniture,3,4,,
NAT202402,31432,paperclip,puzzle piece,321,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31452,paperclip,puzzle piece,322,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31459,paperclip,mobile stand,323,mobile stand,mobile stand,3,3,,
NAT202402,31479,paperclip,mobile stand,324,mobile stand,mobile stand,3,3,,
NAT202402,31499,paperclip,mobile stand,325,mobile stand,mobile stand,3,3,,
NAT202402,31524,paperclip,doll accessory,326,doll accessory,doll accessory,2.5,3,,
NAT202402,31526,paperclip,puzzle piece,326,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31539,paperclip,mobile stand,327,mobile stand,mobile stand,3,3,,
NAT202402,31548,paperclip,scrunchie,327,scrunchie,scrunchie,2.5,4,,
NAT202402,31559,paperclip,mobile stand,328,mobile stand,mobile stand,3,3,,
NAT202402,31579,paperclip,mobile stand,329,mobile stand,mobile stand,3,3,,
NAT202402,31588,paperclip,scrunchie,329,scrunchie,scrunchie,2.5,4,,
NAT202402,31599,paperclip,mobile stand,330,mobile stand,mobile stand,3,3,,
NAT202402,31608,paperclip,scrunchie,330,scrunchie,scrunchie,2.5,4,,
NAT202402,31623,paperclip,stress reliever,386,stress reliever,stress reliever,2.5,3,,
NAT202402,31650,paperclip,bicycle spoke repair,387,bicycle spoke repair,bicycle spoke repair,3,2,,
NAT202402,31676,paperclip,paperclip as a tiny whisk,389,tiny whisk,tiny whisk,3,3,,
NAT202402,31684,paperclip,paperclip as a stress reliever,389,stress reliever,stress reliever,2.5,3,,
NAT202402,31687,paperclip,paperclip as a confetti popper,389,confetti popper,confetti popper,3,1,,
NAT202402,31688,paperclip,paperclip as a mini slingshot,389,mini slingshot,mini slingshot,3,3,,
NAT202402,31710,paperclip,bicycle spoke repair,390,bicycle spoke repair,bicycle spoke repair,3,2,,
NAT202402,31722,paperclip,confetti,391,confetti,confetti,3,2,,
NAT202402,31763,paperclip,puzzle piece,393,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31782,paperclip,stress reliever,394,stress reliever,stress reliever,2.5,3,,
NAT202402,31809,paperclip,confetti,395,confetti,confetti,3,2,,
NAT202402,31823,paperclip,stress reliever,396,stress reliever,stress reliever,2.5,3,,
NAT202402,31832,paperclip,bicycle spoke repair,396,bicycle spoke repair,bicycle spoke repair,3,2,,
NAT202402,31843,paperclip,puzzle piece,397,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31880,paperclip,mini-sculpture,399,minisculpture,minisculpture,2.5,3,,
NAT202402,31881,paperclip,puzzle piece,399,puzzle piece,puzzle piece,2.5,3,,
NAT202402,31890,paperclip,party favor,399,party favor,party favor,2.5,2,,
NAT202402,31893,paperclip,stress reliever,399,stress reliever,stress reliever,2.5,3,,
NAT202402,31902,paperclip,stress reliever,400,stress reliever,stress reliever,2.5,3,,
NAT202402,31919,paperclip,paperclip as a stress reliever,401,stress reliever,stress reliever,2.5,3,,
NAT202402,31929,paperclip,paperclip as a confetti,401,confetti,confetti,3,2,,
NAT202402,31932,paperclip,paperclip as a science experiment tool,401,science experiment tool,science experiment tool,3,3,,
NAT202402,31943,paperclip,paperclip as a mini slingshot,402,mini slingshot,mini slingshot,3,3,,
NAT202402,31949,paperclip,paperclip as a confetti,402,confetti,confetti,3,2,,
NAT202402,31950,paperclip,paperclip as a mini chain,402,mini chain,mini chain,2,4,,
NAT202402,31951,paperclip,paperclip as a stress reliever,402,stress reliever,stress reliever,2.5,3,,
NAT202402,31952,paperclip,paperclip as a mini mobile,402,mini mobile,mini mobile,3,1,,
NAT202402,31963,paperclip,stress reliever,403,stress reliever,stress reliever,2.5,3,,
NAT202402,31968,paperclip,party favor,403,party favor,party favor,2.5,2,,
NAT202402,31972,paperclip,science experiment,403,science experiment,science experiment,3,3,,
NAT202402,31983,paperclip,bicycle spoke reflector,404,bicycle spoke reflector,bicycle spoke reflector,3,1,,
NAT202402,31991,paperclip,wind chime,404,wind chime,wind chime,3,3,,
NAT202402,31992,paperclip,mobile art,404,mobile art,mobile art,3,3,,
NAT202402,31993,paperclip,puzzle piece,404,puzzle piece,puzzle piece,2.5,3,,
NAT202402,32012,paperclip,puzzle piece,405,puzzle piece,puzzle piece,2.5,3,,
