response_id,research_id,respondent_id,object,translated_response,originality_rater02,utility_rater02,originality_rater01,utility_rater01
674,CEG202847,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,eat food with one hand,1,5,1,5
675,CEG202848,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,hold food while cutting it with a knife,1,5,1,5
676,CEG202849,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,makeshift toothpick,2,4,2,4
677,CEG202850,cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq,fork,play the piano (by pressing on the tines,3,3,3,3
678,CEG202851,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,play the xylophone,3,4,3,4
679,CEG202852,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,toothpick.,2,4,2,4
680,CEG202853,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,If you bend a forkyou can use it as a curling iron for your hair.,3,4,3,4
681,CEG202854,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,eat soup without making a mess,2,3,2,3
682,CEG202855,cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7,fork,comb your hair,2,4,2,4
683,CEG202856,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Use a fork to make patterns in sand or dirt,2,5,2,5
684,CEG202857,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Stick a fork in a potted plant to help support it,2,5,2,5
685,CEG202858,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Use a fork as a bookmark,2,5,2,5
686,CEG202859,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Hang forks on a string to make wind chimes or mobile art,3,3,3,3
687,CEG202860,cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp,fork,Make music with forks by tapping them on different surfaces and experiment with different sounds!,3,5,3,5
688,CEG202861,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,bookmark,2,5,2,5
689,CEG202862,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,make music by hitting it against different surfaces,3,5,3,5
690,CEG202863,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,toothpick,2,4,3,4
691,CEG202864,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,eat food without getting your hands dirty,1,5,1,5
692,CEG202865,cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj,fork,play with your food before you eat it,2,5,2,5
693,CEG202866,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Eating food with a fork,1,5,1,5
694,CEG202867,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Picking up food that has fallen on floor,2,5,1,5
695,CEG202868,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Using a fork to hold a piece of food while cutting it with a knife,1,5,1,5
696,CEG202869,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Spear vegetables or fruit for juicing or smoothies,1,5,1,5
697,CEG202870,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Twirling pasta around a fork before eating it,1,5,1,5
698,CEG202871,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Making patterns in soft foods like mashed potatoes,1,5,1,5
699,CEG202872,cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM,fork,Mix,1,5,1,5
700,CEG202873,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Pick up small things like beads or glitter,2,5,2,5
701,CEG202874,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Stir a drink,1,5,1,5
702,CEG202875,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Eat spaghetti,1,5,1,5
703,CEG202876,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Hold onto foods like chicken wings so you don't make a mess,1,5,1,5
704,CEG202877,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Help cut soft foods,1,5,1,5
705,CEG202878,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Use as a back scratcher,2,5,3,4
706,CEG202879,cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5,fork,Make music- use as drumsticks on pots and pans,3,5,3,5
708,CEG202880,cmpl-59yRPWbNnWM3F9JmgHccub0konNBc,fork,Use a fork to add extra flavor to your cooking by marinating meat or poultry in a flavorful sauce before grilling or baking,1,5,1,5
709,CEG202881,cmpl-59yRPWbNnWM3F9JmgHccub0konNBc,fork,Get creative with breakfast and make eggs benedict on a waffle for a delicious and unique twist,2,4,2,4
710,CEG202882,cmpl-59yRPWbNnWM3F9JmgHccub0konNBc,fork,Create elegant hors d'oeuvres by spearing fruitcheeseand other bite-sized foods on toothp,2,4,2,4
711,CEG202883,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,telephone,NA,NA,3,3
712,CEG202884,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,candle holder,NA,NA,3,5
713,CEG202885,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,vase,NA,NA,3,5
714,CEG202886,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,pencil holder,2,5,2,5
715,CEG202887,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,An ashtray,2,5,2,5
716,CEG202888,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,coin bank,NA,NA,2,5
717,CEG202889,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,doorstop,NA,NA,3,5
718,CEG202890,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,paperweight,NA,NA,4,4
719,CEG202891,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,bird feeder,NA,NA,3,4
720,CEG202892,cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is,can,planter,NA,NA,3,5
721,CEG202893,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,vase for flowers,NA,NA,3,5
722,CEG202894,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,pencil holder,2,5,2,5
723,CEG202895,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,hold paintbrushes,NA,NA,3,5
724,CEG202896,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,store small items such as paperclips or buttons,2,5,2,5
725,CEG202897,cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh,can,coin bank,NA,NA,2,5
726,CEG202898,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,vase,NA,NA,3,5
727,CEG202899,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,Cut the top off of a tin can and use it as a pencil holder,2,5,2,5
728,CEG202900,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,Use a tin can as a planter for small plants or succulents,3,4,3,4
729,CEG202901,cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ,can,Make a wind chime out of a few tin cans and some string or fishing line,3,3,3,3
731,CEG202902,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,could be used as a vase for flowers,3,4,3,4
732,CEG202903,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,a pencil holder on a desk,2,5,2,5
733,CEG202904,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,could be used to hold paintbrushes in an artist's studio,3,5,3,5
734,CEG202905,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,coin bank,NA,NA,2,5
735,CEG202906,cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX,can,telephone could be made by punching holes in two cans,2,4,2,4
736,CEG202907,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,could be used as a planter for small plants or herbs,3,4,3,4
737,CEG202908,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,could be used as a pencil holder on a desk,2,5,2,5
738,CEG202909,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,could be used to hold paintbrushes in an artist's studio,3,5,3,5
739,CEG202910,cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV,can,could be used as a vase for fresh flowers or artificial flowers,3,4,3,4
740,CEG202911,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,telephone,NA,NA,3,3
741,CEG202912,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,candle holder,NA,NA,3,5
742,CEG202913,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,plant pot,NA,NA,3,5
743,CEG202914,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,piñata,NA,NA,4,3
743,CEG202915,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,pinata,NA,NA,4,3
744,CEG202916,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,wind chime,NA,NA,4,3
745,CEG202917,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,bird feeder,NA,NA,3,4
746,CEG202918,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,lampshade,NA,NA,4,4
747,CEG202919,cmpl-59yRnJWzZABeI9Av9TyahA0sIOMoV,can,pen holder,2,5,2,5
749,CEG202920,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,vase,NA,NA,3,5
750,CEG202921,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,piggy bank,NA,NA,2,5
751,CEG202922,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,candle holder,NA,NA,3,5
752,CEG202923,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,ice cream container,2,5,1,5
753,CEG202924,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,lunch box,3,3,3,3
754,CEG202925,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,storage container for small items,2,5,1,5
755,CEG202926,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,planter,NA,NA,3,5
756,CEG202927,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,bird feeder,NA,NA,3,4
757,CEG202928,cmpl-59yRqK6vS1lbpAYZgMZoDC8jX2s5w,can,wind chime,NA,NA,4,3
758,CEG202929,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,could be used as a vase for small flowers,3,4,3,4
759,CEG202930,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,could be used to hold pencils or other small stationary items.,2,5,2,5
760,CEG202931,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,could be used as a candle holder,2,4,2,4
761,CEG202932,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,could be used to store loose change,2,5,2,5
762,CEG202933,cmpl-59yRsxdsDgFmeI9RHAHYoVh2UgQwq,can,telephone: two people each have a string,2,4,2,4
763,CEG202934,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,could be used as a vase,3,4,3,4
764,CEG202935,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,could be used as a pencil holder,2,5,2,5
765,CEG202936,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,could be used to hold paintbrushes,2,5,2,5
766,CEG202937,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,could be used as a pot for a plant,3,4,3,4
767,CEG202938,cmpl-59yRwaYlsQyosWKPAoIP1hDVl49IO,can,could be used as a doorstop,2,4,2,4
769,CEG202939,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,could be used as a plant pot,3,4,3,4
770,CEG202940,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,a storage container for small objects such as buttonsjewelryor coins.,2,5,2,5
771,CEG202941,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,could be used as a candle holder,2,4,2,4
772,CEG202942,cmpl-59yS1zlJc4yEIFliiEzVetjIOofEI,can,make a wind chime by attaching it to other objects such as shells or beads,3,3,3,3
773,CEG202943,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,coin bank,NA,NA,2,5
774,CEG202944,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,candle holder,NA,NA,3,5
775,CEG202945,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,hold small plants or flowers,3,4,3,4
776,CEG202946,cmpl-59yS4k62yx0CDlij4M0maikPS7Nmz,can,storage container for pens and pencilspaper clipsetc.,2,5,2,5
778,CEG202947,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,Make a pencil holder by painting and decorating a tin can,2,5,2,5
779,CEG202948,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,Use a tin can as a planter for small succulents or cacti,3,4,3,4
780,CEG202949,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,vase or candle holder by wrapping it in twine or ribbon,3,4,3,4
781,CEG202950,cmpl-59yS79ehpLrnN9KcIFtyrUEedXNUt,can,Create fun patterns on,3,4,3,3
782,CEG202951,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,could be used as a planter for small plants or succulents,3,4,3,4
783,CEG202952,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,cute and easy vase by wrapping twine or yarn around the middle,3,4,3,4
784,CEG202953,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,Make a set of coasters by decoupaging old magazine pages onto tin cans and sealing with clear Mod Podge,3,4,3,4
785,CEG202954,cmpl-59ySBLShnZRbMIroCuk6r1jtoFSoV,can,Use an empty tin,1,5,1,5
786,CEG202955,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,could be used as a vase,3,4,3,4
787,CEG202956,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,could be used as a pencil holder,2,5,2,5
788,CEG202957,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,could be used to hold small office supplies like paperclips or pushpins,2,5,2,5
789,CEG202958,cmpl-59ySFHYS4G8bMycEcyaQbOMs5cUh6,can,with both ends cut off could be used as a planter for small plants or succulents,3,4,3,4
791,CEG202959,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,container for a homemade candle,2,4,2,4
792,CEG202960,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,vase for flowers,NA,NA,3,5
793,CEG202961,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,pencil holder,2,5,2,5
794,CEG202962,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,storage container for small items such as hair clips or jewelry,2,5,2,5
795,CEG202963,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,plant pot,NA,NA,3,5
796,CEG202964,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,money box,NA,NA,2,5
797,CEG202965,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,piggy bank,NA,NA,2,5
798,CEG202966,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,candle holder,NA,NA,3,5
799,CEG202967,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,lampshade,NA,NA,4,4
800,CEG202968,cmpl-59ySJsyHzK2YHSy0T6W37MWXzK0aV,can,tissue box cover,3,4,4,5
801,CEG202969,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Create a vase or flower pot,3,4,3,4
802,CEG202970,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Make a wind chime,3,3,3,3
803,CEG202971,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Use as a pencil holder,2,5,2,5
804,CEG202972,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Decorate and use as a jewelry box,2,4,2,4
805,CEG202973,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Fill with treats and use as a dog toy,4,3,4,3
806,CEG202974,cmpl-59ySLEoumJUFQIBeMourguKl63Hd7,can,Use as party favor cups or fill with candles for wedding table decorations,3,4,3,4
807,CEG202975,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,telephone,NA,NA,3,3
808,CEG202976,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,lantern,NA,NA,3,4
809,CEG202977,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,stove,NA,NA,2,3
810,CEG202978,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,solar oven,NA,NA,4,2
811,CEG202979,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,pinhole camera,NA,NA,4,4
812,CEG202980,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,wind chime,NA,NA,4,3
813,CEG202981,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,bird feeder,NA,NA,3,4
814,CEG202982,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,plant pot,NA,NA,3,5
815,CEG202983,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,soap dish,NA,NA,3,4
817,CEG202984,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,could be used as a vase for flowers,3,4,3,4
818,CEG202985,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,could be used to hold paintbrushes and other painting supplies,2,5,2,5
819,CEG202986,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,could be used as a desk tidy to hold penspencilspaperclipsetc,2,5,2,5
820,CEG202987,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,could be used to store coins or other small items,2,5,2,5
147,CEG202988,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,book,make a papier-m√¢ch√© mask or sculpture,3,3,3,3
274,CEG202989,cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,fork,Stick a fork in an electrical outlet to see if it¥s still working.,3,3,3,3
379,CEG202990,cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,can,Use a tin can to make your own mini pi√±ata filled with candy or other treats,3,4,3,4
460,CEG202991,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,can,Make a mini pi√±ata out of a tin can ‚Äì perfect for parties or decoration!,3,4,3,4
463,CEG202992,cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,can,Make a mini pi√±ata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue,3,4,3,4
