research_id,response_id,respondent_id,object,original_response,cleaned_response,original_translated,translated_response,utility_rater02
NAT202402,32485,429,paperclip,doorstop,doorstop,,doorstop,
NAT202402,32608,435,paperclip,lock pick,lock pick,,lock pick,
NAT202402,32632,436,paperclip,lockpick,lockpick,,lockpick,
NAT202402,32692,439,paperclip,lockpick,lockpick,,lockpick,
NAT202402,33178,464,paperclip,doorstop,doorstop,,doorstop,
NAT202402,33515,481,paperclip,pick locks,pick locks,,pick locks,
NAT202402,33749,493,paperclip,pick lock,pick lock,,pick lock,
NAT202402,24077,1,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24089,1,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24096,2,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24108,2,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24115,3,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24127,3,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24134,4,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24146,4,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24153,5,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24165,5,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24172,6,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24191,7,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24374,16,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24381,17,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24430,19,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24438,20,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24458,21,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24486,22,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24524,24,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24590,28,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24622,29,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24639,30,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24668,32,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24678,32,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24697,33,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24714,34,paperclip,staple replacement,staple replacement,,staple replacement,
NAT202402,24787,38,paperclip,bottle cap opener,bottle cap opener,,bottle cap opener,
NAT202402,24793,38,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24836,41,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24842,41,paperclip,can opener,can opener,,can opener,
NAT202402,24872,42,paperclip,bread tag remover,bread tag remover,,bread tag remover,
NAT202402,24896,44,paperclip,binder clip,binder clip,,binder clip,
NAT202402,24934,45,paperclip,bread tag holder,bread tag holder,,bread tag holder,
NAT202402,24947,46,paperclip,staple remover,staple remover,,staple remover,
NAT202402,24995,49,paperclip,binder clip,binder clip,,binder clip,
NAT202402,25031,51,paperclip,binder clip,binder clip,,binder clip,
NAT202402,25053,52,paperclip,binder,binder,,binder,
NAT202402,25061,52,paperclip,staple maker,staple maker,,staple maker,
NAT202402,25071,53,paperclip,binder clip,binder clip,,binder clip,
NAT202402,25090,54,paperclip,binder clip,binder clip,,binder clip,
NAT202402,25098,54,paperclip,staple remover,staple remover,,staple remover,
NAT202402,25111,55,paperclip,binder clip,binder clip,,binder clip,
NAT202402,26148,111,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26168,112,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26188,113,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26208,114,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26228,115,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26248,116,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26268,117,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26269,117,paperclip,removing stuck objects,removing stuck objects,,removing stuck objects,
NAT202402,26276,117,paperclip,opening jars,opening jars,,opening jars,
NAT202402,26277,117,paperclip,unscrewing stubborn screws,unscrewing stubborn screws,,unscrewing stubborn screws,
NAT202402,26279,117,paperclip,removing staples,removing staples,,removing staples,
NAT202402,26287,118,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26288,118,paperclip,removing stuck objects,removing stuck objects,,removing stuck objects,
NAT202402,26307,119,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26326,120,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26350,121,paperclip,opening jars,opening jars,,opening jars,
NAT202402,26354,121,paperclip,unclogging faucets,unclogging faucets,,unclogging faucets,
NAT202402,26365,122,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26387,123,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26391,123,paperclip,unclogging pen,unclogging pen,,unclogging pen,
NAT202402,26416,124,paperclip,binder-organizing,binderorganizing,,binderorganizing,
NAT202402,26423,125,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26442,126,paperclip,tightening screws,tightening screws,,tightening screws,
NAT202402,26444,126,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26450,126,paperclip,removing staples,removing staples,,removing staples,
NAT202402,26462,127,paperclip,unlatching,unlatching,,unlatching,
NAT202402,26489,128,paperclip,binder-closing,binderclosing,,binderclosing,
NAT202402,26500,129,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26501,129,paperclip,removing stuck keys,removing stuck keys,,removing stuck keys,
NAT202402,26519,130,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26521,130,paperclip,opening jars,opening jars,,opening jars,
NAT202402,26539,131,paperclip,unlatch latches,unlatch latches,,unlatch latches,
NAT202402,26540,131,paperclip,open jars,open jars,,open jars,
NAT202402,26546,131,paperclip,binder clip alternative,binder clip alternative,,binder clip alternative,
NAT202402,26559,132,paperclip,binder-clasping,binderclasping,,binderclasping,
NAT202402,26584,133,paperclip,bottle-opener,bottleopener,,bottleopener,
NAT202402,26585,133,paperclip,binder-closure,binderclosure,,binderclosure,
NAT202402,26597,134,paperclip,unlatch latches,unlatch latches,,unlatch latches,
NAT202402,26603,134,paperclip,unscrew stuck screws,unscrew stuck screws,,unscrew stuck screws,
NAT202402,26614,135,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26625,135,paperclip,opening tight jar lids,opening tight jar lids,,opening tight jar lids,
NAT202402,26629,135,paperclip,prying open stuck objects,prying open stuck objects,,prying open stuck objects,
NAT202402,26654,137,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26656,137,paperclip,removing stuck keys,removing stuck keys,,removing stuck keys,
NAT202402,26663,137,paperclip,opening jars,opening jars,,opening jars,
NAT202402,26672,138,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26702,139,paperclip,unsticking stuck items,unsticking stuck items,,unsticking stuck items,
NAT202402,26714,140,paperclip,removing stuck objects,removing stuck objects,,removing stuck objects,
NAT202402,26718,140,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26721,140,paperclip,unclogging pen,unclogging pen,,unclogging pen,
NAT202402,26726,140,paperclip,tightening loose screws,tightening loose screws,,tightening loose screws,
NAT202402,26761,142,paperclip,binder clip replacement,binder clip replacement,,binder clip replacement,
NAT202402,26772,143,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26773,143,paperclip,removing stuck objects,removing stuck objects,,removing stuck objects,
NAT202402,26793,144,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26794,144,paperclip,unclogging faucets,unclogging faucets,,unclogging faucets,
NAT202402,26804,144,paperclip,bottle opener,bottle opener,,bottle opener,
NAT202402,26810,145,paperclip,opening locked doors,opening locked doors,,opening locked doors,
NAT202402,26821,145,paperclip,removing staples,removing staples,,removing staples,
NAT202402,26837,146,paperclip,tightening screws,tightening screws,,tightening screws,
NAT202402,26869,148,paperclip,unlatching doors,unlatching doors,,unlatching doors,
NAT202402,26870,148,paperclip,removing stuck keys,removing stuck keys,,removing stuck keys,
NAT202402,26871,148,paperclip,opening jars,opening jars,,opening jars,
NAT202402,26896,149,paperclip,opening bottles,opening bottles,,opening bottles,
NAT202402,26897,149,paperclip,tightening screws,tightening screws,,tightening screws,
NAT202402,26899,149,paperclip,unclogging holes,unclogging holes,,unclogging holes,
NAT202402,26909,150,paperclip,unclogging ink cartridges,unclogging ink cartridges,,unclogging ink cartridges,
NAT202402,26910,150,paperclip,opening bottles,opening bottles,,opening bottles,
NAT202402,26911,150,paperclip,unsticking drawers,unsticking drawers,,unsticking drawers,
NAT202402,26928,151,paperclip,unlatching latches,unlatching latches,,unlatching latches,
NAT202402,26930,151,paperclip,opening jars,opening jars,,opening jars,
NAT202402,26941,151,paperclip,removing staples,removing staples,,removing staples,
NAT202402,26952,152,paperclip,open tight jars,open tight jars,,open tight jars,
NAT202402,26975,153,paperclip,fastening bags shut,fastening bags shut,,fastening bags shut,
NAT202402,26978,153,paperclip,opening jammed jars,opening jammed jars,,opening jammed jars,
NAT202402,26990,154,paperclip,remove tight screws,remove tight screws,,remove tight screws,
NAT202402,27007,155,paperclip,unclogging printer,unclogging printer,,unclogging printer,
NAT202402,27014,155,paperclip,prying open jars,prying open jars,,prying open jars,
NAT202402,27031,156,paperclip,open soda can,open soda,,open soda,
NAT202402,27036,156,paperclip,open jammed jar,open jammed jar,,open jammed jar,
NAT202402,27047,157,paperclip,open jars/bottles,open jarsbottles,,open jarsbottles,
NAT202402,27060,157,paperclip,close bags/packages,close bagspackages,,close bagspackages,
NAT202402,27063,158,paperclip,opening stuck doors,opening stuck doors,,opening stuck doors,
NAT202402,27096,159,paperclip,opening jars,opening jars,,opening jars,
NAT202402,27104,160,paperclip,unclogging stapler,unclogging stapler,,unclogging stapler,
NAT202402,27126,161,paperclip,open jam jars,open jam jars,,open jam jars,
NAT202402,27147,162,paperclip,bottle opener,bottle opener,,bottle opener,
NAT202402,27172,163,paperclip,scissors clog unclogger,scissors clog unclogger,,scissors clog unclogger,
NAT202402,27178,164,paperclip,removing trapped objects,removing trapped objects,,removing trapped objects,
NAT202402,27186,164,paperclip,opening bottles,opening bottles,,opening bottles,
NAT202402,27200,165,paperclip,open closed jars,open closed jars,,open closed jars,
NAT202402,27206,165,paperclip,toggle stuck switches,toggle stuck switches,,toggle stuck switches,
NAT202402,27219,166,paperclip,binder repair,binder repair,,binder repair,
NAT202402,27231,166,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27239,167,paperclip,binder hole repair,binder hole repair,,binder hole repair,
NAT202402,27251,167,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27259,168,paperclip,binder hole repair,binder hole repair,,binder hole repair,
NAT202402,27271,168,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27279,169,paperclip,binder hole repair,binder hole repair,,binder hole repair,
NAT202402,27291,169,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27299,170,paperclip,binder repair,binder repair,,binder repair,
NAT202402,27311,170,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27318,171,paperclip,binder clip,binder clip,,binder clip,
NAT202402,27331,171,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27355,172,paperclip,paper clip staple remover,paper clip staple remover,,paper clip staple remover,
NAT202402,27359,173,paperclip,binder repair,binder repair,,binder repair,
NAT202402,27369,173,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27379,174,paperclip,binder repair,binder repair,,binder repair,
NAT202402,27395,174,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27407,175,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27419,176,paperclip,binder hole repair,binder hole repair,,binder hole repair,
NAT202402,27423,176,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27437,177,paperclip,binder clip,binder clip,,binder clip,
NAT202402,27450,177,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27458,178,paperclip,binder hole repair,binder hole repair,,binder hole repair,
NAT202402,27470,178,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27477,179,paperclip,binder clip,binder clip,,binder clip,
NAT202402,27514,180,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27519,181,paperclip,binder repair,binder repair,,binder repair,
NAT202402,27522,181,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27549,182,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27559,183,paperclip,binder clip,binder clip,,binder clip,
NAT202402,27573,183,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27602,185,paperclip,binder clip,binder clip,,binder clip,
NAT202402,27608,185,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27625,186,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27652,187,paperclip,hold staples in stapler,hold staples stapler,,hold staples stapler,
NAT202402,27658,188,paperclip,binder,binder,,binder,
NAT202402,27674,188,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27698,190,paperclip,binder repair,binder repair,,binder repair,
NAT202402,27711,190,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27734,191,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27748,192,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27771,193,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27788,194,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27821,196,paperclip,hold staples in place,hold staples place,,hold staples place,
NAT202402,27879,199,paperclip,binder hole repair,binder hole repair,,binder hole repair,
NAT202402,27930,201,paperclip,bottle cap lifter,bottle cap lifter,,bottle cap lifter,
NAT202402,27935,201,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27937,202,paperclip,binder clip,binder clip,,binder clip,
NAT202402,27963,203,paperclip,staple remover,staple remover,,staple remover,
NAT202402,27969,203,paperclip,corkscrew,corkscrew,,corkscrew,
NAT202402,28014,205,paperclip,staple remover,staple remover,,staple remover,
NAT202402,28025,206,paperclip,staple remover,staple remover,,staple remover,
NAT202402,28045,207,paperclip,jar lid opener,jar lid opener,,jar lid opener,
NAT202402,28048,207,paperclip,unbend stapler,unbend stapler,,unbend stapler,
NAT202402,28067,208,paperclip,staple remover,staple remover,,staple remover,
NAT202402,28168,213,paperclip,replace missing staple in paper,replace missing staple paper,,replace missing staple paper,
NAT202402,28194,214,paperclip,staple remover,staple remover,,staple remover,
NAT202402,28235,217,paperclip,staple remover,staple remover,,staple remover,
NAT202402,28276,219,paperclip,binder clip,binder clip,,binder clip,
NAT202402,28300,220,paperclip,bread ties,bread ties,,bread ties,
NAT202402,28340,222,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,28420,226,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,28641,237,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,28700,240,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,28840,247,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,28845,247,paperclip,hose unclogger,hose unclogger,,hose unclogger,
NAT202402,28907,250,paperclip,bag sealer,bag sealer,,bag sealer,
NAT202402,28912,250,paperclip,unclogging glue bottles,unclogging glue bottles,,unclogging glue bottles,
NAT202402,28932,251,paperclip,document binder,document binder,,document binder,
NAT202402,28964,253,paperclip,unclog glue bottles,unclog glue bottles,,unclog glue bottles,
NAT202402,28973,253,paperclip,clip bags closed,clip bags closed,,clip bags closed,
NAT202402,29079,259,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,29110,260,paperclip,bag sealer,bag sealer,,bag sealer,
NAT202402,29159,263,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,29283,269,paperclip,unclogging glue bottles,unclogging glue bottles,,unclogging glue bottles,
NAT202402,29310,270,paperclip,bag sealer,bag sealer,,bag sealer,
NAT202402,29349,272,paperclip,bag sealer,bag sealer,,bag sealer,
NAT202402,29360,273,paperclip,chip bag sealer,chip bag sealer,,chip bag sealer,
NAT202402,29410,275,paperclip,drain unclogger,drain unclogger,,drain unclogger,
NAT202402,29419,331,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29439,332,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29459,333,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29479,334,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29499,335,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29519,336,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29539,337,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29559,338,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29579,339,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29599,340,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29621,341,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29639,342,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29659,343,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29679,344,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29699,345,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29722,346,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29741,347,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29762,348,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29781,349,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29799,350,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29819,351,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29839,352,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29862,353,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29879,354,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29901,355,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29921,356,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29942,357,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29959,358,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29979,359,paperclip,bag clip,bag clip,,bag clip,
NAT202402,29989,359,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30002,360,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30024,361,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30039,362,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30060,363,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30082,364,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30101,365,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30119,366,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30141,367,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30159,368,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30181,369,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30201,370,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30209,370,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30224,371,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30242,372,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30259,373,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30281,374,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30301,375,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30339,377,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30364,378,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30383,379,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30406,380,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30421,381,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30447,382,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30461,383,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30479,384,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30499,385,paperclip,bag clip,bag clip,,bag clip,
NAT202402,30938,297,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31182,309,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31205,310,paperclip,bag sealer,bag sealer,,bag sealer,
NAT202402,31264,313,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31309,315,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31322,316,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31412,320,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31425,321,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31445,322,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31469,323,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31488,324,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31509,325,paperclip,bag clip,bag clip,,bag clip,
NAT202402,31519,326,paperclip,bag sealer,bag sealer,,bag sealer,
NAT202402,32210,415,paperclip,staple remover,staple remover,,staple remover,
NAT202402,32228,416,paperclip,staple remover,staple remover,,staple remover,
NAT202402,32526,431,paperclip,food bag sealer,food bag sealer,,food bag sealer,
NAT202402,32543,432,paperclip,staple substitute,staple substitute,,staple substitute,
NAT202402,32585,434,paperclip,bottle opener,bottle opener,,bottle opener,
NAT202402,32599,435,paperclip,can tab opener,tab opener,,tab opener,
NAT202402,32633,436,paperclip,staple remover,staple remover,,staple remover,
NAT202402,32743,442,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32762,443,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32783,444,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32820,446,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32841,447,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32861,448,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32882,449,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32890,449,paperclip,bag label,bag label,,bag label,
NAT202402,32940,452,paperclip,bag tag,bag tag,,bag tag,
NAT202402,32949,452,paperclip,bag label,bag label,,bag label,
NAT202402,32958,453,paperclip,bag clip,bag clip,,bag clip,
NAT202402,32979,454,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33006,455,paperclip,bag label,bag label,,bag label,
NAT202402,33036,457,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33042,457,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33065,458,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33093,460,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33099,460,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33119,461,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33135,462,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33144,462,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33148,462,paperclip,bag label,bag label,,bag label,
NAT202402,33181,464,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33187,464,paperclip,bag label,bag label,,bag label,
NAT202402,33197,465,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33205,465,paperclip,bag seal,bag seal,,bag seal,
NAT202402,33213,466,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33227,466,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33228,466,paperclip,bag strap,bag strap,,bag strap,
NAT202402,33245,467,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33261,468,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33263,468,paperclip,bag seal,bag seal,,bag seal,
NAT202402,33277,469,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33291,470,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33298,470,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33317,471,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33320,471,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33338,472,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33351,473,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33368,473,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33371,474,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33400,475,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33416,476,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33423,476,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33439,477,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33453,478,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33466,478,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33471,479,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33481,479,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33493,480,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33505,480,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33518,481,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33525,481,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33527,481,paperclip,bag seal,bag seal,,bag seal,
NAT202402,33528,481,paperclip,fasten loose screws,fasten loose screws,,fasten loose screws,
NAT202402,33531,482,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33539,482,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33555,483,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33573,484,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33582,484,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33624,486,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33634,487,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33645,487,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33646,487,paperclip,binder clip,binder clip,,binder clip,
NAT202402,33653,488,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33659,488,paperclip,bag seal,bag seal,,bag seal,
NAT202402,33673,489,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33676,489,paperclip,bag seal,bag seal,,bag seal,
NAT202402,33688,490,paperclip,bag clip,bag clip,,bag clip,
NAT202402,33694,490,paperclip,bag tag,bag tag,,bag tag,
NAT202402,33698,490,paperclip,bag seal,bag seal,,bag seal,
NAT202402,33768,494,paperclip,bag clip,bag clip,,bag clip,
NAT202402,24076,1,paperclip,reset button,reset button,,reset button,
NAT202402,24095,2,paperclip,reset button,reset button,,reset button,
NAT202402,24114,3,paperclip,reset button,reset button,,reset button,
NAT202402,24133,4,paperclip,reset button,reset button,,reset button,
NAT202402,24152,5,paperclip,reset button,reset button,,reset button,
NAT202402,24171,6,paperclip,reset button,reset button,,reset button,
NAT202402,24190,7,paperclip,reset button,reset button,,reset button,
NAT202402,24209,8,paperclip,reset button,reset button,,reset button,
NAT202402,24228,9,paperclip,reset button,reset button,,reset button,
NAT202402,24247,10,paperclip,reset button,reset button,,reset button,
NAT202402,24266,11,paperclip,reset button,reset button,,reset button,
NAT202402,24285,12,paperclip,reset button,reset button,,reset button,
NAT202402,24304,13,paperclip,reset button,reset button,,reset button,
NAT202402,24323,14,paperclip,reset button,reset button,,reset button,
NAT202402,24342,15,paperclip,reset button,reset button,,reset button,
NAT202402,24361,16,paperclip,reset button,reset button,,reset button,
NAT202402,24380,17,paperclip,reset button,reset button,,reset button,
NAT202402,24399,18,paperclip,reset button,reset button,,reset button,
NAT202402,24418,19,paperclip,reset button,reset button,,reset button,
NAT202402,24437,20,paperclip,reset button,reset button,,reset button,
NAT202402,24470,21,paperclip,computer reset button,computer reset button,,computer reset button,
NAT202402,24495,23,paperclip,reset button,reset button,,reset button,
NAT202402,24647,31,paperclip,reset button,reset button,,reset button,
NAT202402,24731,35,paperclip,switch opener,switch opener,,switch opener,
NAT202402,24764,37,paperclip,resetting small buttons,resetting small buttons,,resetting small buttons,
NAT202402,25000,49,paperclip,reset button tool,reset button tool,,reset button tool,
NAT202402,25084,53,paperclip,button hole maker,button hole maker,,button hole maker,
NAT202402,25110,55,paperclip,reset tab,reset tab,,reset tab,
NAT202402,26282,117,paperclip,replacing missing buttons,replacing missing buttons,,replacing missing buttons,
NAT202402,26410,124,paperclip,button-replacing,buttonreplacing,,buttonreplacing,
NAT202402,26470,127,paperclip,button-replacing,buttonreplacing,,buttonreplacing,
